,姓名,性别,民族,出生日期(YYYY-MM-DD),籍贯省,籍贯市,籍贯县/区,最高学历,党派信息,现状,军队,开除党籍,查处/罢黜原因,查处/罢黜原因备注,是否复出,查处/罢黜时间,最初查处单位,是否起诉,起诉罪名,涉案金额,一审时间,审理地点（一级地区关键词）,审理地点（二级地区关键词）,一审判决,是否上诉,二审时间,二审判决
1878,花建慧,女,汉族,01/09/1955,江苏省,淮安市,,博士,01/05/1976,在职,,,,,,,,,,,,,,,,,
1879,周春雨,男,汉族,01/07/1968,安徽省,滁州市,天长县,本科,01/10/1988,在职,,,,,,,,,,,,,,,,,
1880,陈启涛,男,汉族,01/02/1956,安徽省,滁州市,天长县,本科,01/01/1976,在职,,,,,,,,,,,,,,,,,
1881,梁卫国,男,汉族,01/11/1955,安徽省,宿州市,,硕士,01/08/1984,在职,,,,,,,,,,,,,,,,,
1882,方平,男,汉族,01/02/1953,安徽省,安庆市,桐城县,本科,01/03/1982,退休,,,,,,,,,,,,,,,,,
1883,潘朝晖,男,汉族,01/03/1968,安徽省,黄山市,歙县,硕士,01/06/1986,在职,,,,,,,,,,,,,,,,,
1884,杨敬农,男,汉族,01/03/1966,安徽省,安庆市,怀宁县,硕士,01/07/1993,在职,,,,,,,,,,,,,,,,,
1885,沈卫国,男,汉族,02/12/1952,浙江省,湖州市,,本科,01/10/1985,在职,,,,,,,,,,,,,,,,,
1886,高登榜,男,汉族,01/02/1961,江苏省,宿迁市,,硕士,01/01/1985,在职,,,,,,,,,,,,,,,,,
1887,陈树隆,男,汉族,01/11/1962,安徽省,巢湖市,,硕士,01/04/1985,立案查处,,是,贪污腐败,,否,08/11/2016,中纪委,,,,,,,,,,
1888,詹夏来,男,汉族,01/08/1955,安徽省,安庆市,,本科,01/09/1972,在职,,,,,,,,,,,,,,,,,
1889,张庆军,男,汉族,01/03/1964,安徽省,淮北市,,本科,01/04/1988,立案查处,,是,贪污腐败,,否,30/07/2016,安徽省纪委,,,,,,,,,,
1890,郭万清,男,汉族,01/07/1950,安徽省,合肥市,肥东县,本科,01/10/1985,在职,,,,,,,,,,,,,,,,,
1891,吴存荣,男,汉族,01/05/1963,安徽省,芜湖市,无为县,硕士,01/09/1984,在职,,,,,,,,,,,,,,,,,
1892,孙金龙,男,汉族,01/01/1962,湖北省,荆门市,钟祥市,硕士,01/04/1986,在职,,,,,,,,,,,,,,,,,
1893,王首盟,男,,,,,,,不详,退休,,,,,,,,,,,,,,,,,
1894,杨爱光,男,,,,,,,不详,退休,,,,,,,,,,,,,,,,,
1895,张学平,男,汉族,01/07/1955,安徽省,六安市,寿县,本科,01/08/1974,在职,,,,,,,,,,,,,,,,,
1896,方宁,男,汉族,01/07/1955,安徽省,六安市,金寨县,博士,01/08/1975,在职,,,,,,,,,,,,,,,,,
1897,韩军,男,汉族,01/01/1964,安徽省,阜阳市,,硕士,01/10/1985,在职,,,,,,,,,,,,,,,,,
1898,宣林,女,汉族,01/12/1948,安徽省,合肥市,肥东县,本科,不详,退休,,,,,,,,,,,,,,,,,
1899,刘战平,男,汉族,,,,,本科,不详,退休,,,,,,,,,,,,,,,,,
1900,马元飞,男,汉族,01/06/1943,江西省,景德镇市,乐平市,硕士,不详,退休,,,,,,,,,,,,,,,,,
1901,方一本,男,汉族,01/06/1943,安徽省,芜湖市,无为县,,01/09/1965,退休,,,,,,,,,,,,,,,,,
1902,陈维席,男,汉族,01/10/1947,安徽省,蚌埠市,固镇县,本科,01/03/1980,降/辞/撤职,,否,其他,非法集资事件中“失职”,否,21/10/2005,中纪委,,,,,,,,,,
1903,李和中,男,汉族,01/01/1944,安徽省,芜湖市,无为县,,不详,立案查处,,是,贪污腐败,,否,25/01/2003,安徽省纪委,是,受贿、巨额财产来源不明,受贿罪人民币57.8万余元、美元7000元；215万余元人民币及4900多美元的家庭巨额财产不能说明合法来源,09/12/2003,安徽省,滁州市,13年有期徒刑,否,,
1904,赵馨群,女,汉族,01/04/1963,安徽省,巢湖市,,本科,01/04/1987,在职,,,,,,,,,,,,,,,,,
1905,刘庆强,男,汉族,01/08/1957,安徽省,芜湖市,,本科,01/11/1976,在职,,,,,,,,,,,,,,,,,
1906,陈树德,男,汉族,01/11/1945,安徽省,宿州市,,硕士,不详,退休,,,,,,,,,,,,,,,,,
1907,何成国,男,汉族,01/11/1943,安徽省,铜陵市,,本科,01/07/1979,退休,,,,,,,,,,,,,,,,,
1908,钱进,男,汉族,01/01/1946,安徽省,滁州市,全椒县,本科,不详,退休,,,,,,,,,,,,,,,,,
1909,姚景源,男,汉族,01/10/1950,吉林省,长春市,,硕士,不详,在职,,,,,,,,,,,,,,,,,
1910,周光全,男,汉族,01/10/1949,安徽省,芜湖市,无为县,,01/06/1972,立案查处,,,贪污腐败,,否,21/06/2008,安徽省纪委,是,受贿、巨额财产来源不明,受贿罪人民币417万余元、美元8.61万、购物卡(券)4.3万元及名贵手表、纪念币等；人民币240万余元、美元7万多元、港币9.9万余元、欧元4260元等财产，不能说明其合法来源,03/06/2009,安徽省,安庆市,无期徒刑,否,,
1911,何闽旭,男,汉族,01/06/1955,福建省,南平市,邵武市,本科,不详,立案查处,,是,贪污腐败,,否,22/06/2006,中纪委,是,受贿罪,折合人民币共计841万余元,27/12/2006,山东省,临沂市,死缓,否,,
1912,童怀伟,男,汉族,01/01/1959,安徽省,蚌埠市,怀远县,硕士,01/11/1977,在职,,,,,,,,,,,,,,,,,
1913,谢德新,男,汉族,01/08/1955,安徽省,六安市,霍邱县,本科,不详,在职,,,,,,,,,,,,,,,,,
1914,凌月明,男,汉族,01/10/1962,江苏省,苏州市,吴县,硕士,01/08/1988,在职,,,,,,,,,,,,,,,,,
1915,徐海荣,男,汉族,01/11/1964,重庆市,长寿区,,硕士,01/06/1984,在职,,,,,,,,,,,,,,,,,
1916,梁冬春,男,汉族,01/12/1955,浙江省,台州市,温岭市,本科,01/08/1971,在职,,,,,,,,,,,,,,,,,
1917,翁杰明,男,汉族,01/05/1963,上海市,,,博士后,01/08/1986,在职,,,,,,,,,,,,,,,,,
1918,徐敬业,男,汉族,01/09/1951,河南省,济源市,济源市,硕士,01/07/1970,在职,,,,,,,,,,,,,,,,,
1919,张国清,男,汉族,01/08/1964,河南省,信阳市,罗山县,博士,01/07/1984,在职,,,,,,,,,,,,,,,,,
1920,张轩,女,汉族,01/05/1958,河北省,唐山市,滦县,本科,01/04/1979,在职,,,,,,,,,,,,,,,,,
1921,马正其,男,汉族,01/03/1959,重庆市,永川区,,硕士,01/04/1977,在职,,,,,,,,,,,,,,,,,
1922,吴政隆,男,汉族,01/11/1964,江苏省,南京市,高淳区,本科,01/11/1987,在职,,,,,,,,,,,,,,,,,
1923,刘学普,男,土家族,01/10/1957,重庆市,石柱土家族自治县,,硕士,01/11/1982,在职,,,,,,,,,,,,,,,,,
1924,黄奇帆,男,汉族,01/05/1952,浙江省,绍兴市,诸暨市,硕士,01/03/1976,在职,,,,,,,,,,,,,,,,,
1925,苟利军,男,汉族,01/05/1953,陕西省,商洛市,商州区,硕士,01/06/1976,在职,,,,,,,,,,,,,,,,,
1926,侯凯,男,汉族,01/04/1962,辽宁省,沈阳市,,本科,01/12/1987,在职,,,,,,,,,,,,,,,,,
1927,朱争平,男,汉族,01/02/1953,江苏省,南通市,海门市,硕士,01/12/1978,在职,,,,,,,,,,,,,,,,,
1928,尹弘,男,汉族,01/06/1963,浙江省,湖州市,,本科,不详,在职,,,,,,,,,,,,,,,,,
1929,沙海林,男,汉族,01/06/1957,江苏省,徐州市,,博士,01/12/1979,在职,,,,,,,,,,,,,,,,,
1930,朱生岭,男,汉族,01/11/1957,江苏省,盐城市,东台市,硕士,不详,在职,,,,,,,,,,,,,,,,,
1931,沈晓明,男,汉族,01/05/1963,浙江省,绍兴市,上虞区,博士,01/08/1984,在职,,,,,,,,,,,,,,,,,
1932,艾宝俊,男,汉族,01/02/1960,辽宁省,辽阳市,,硕士,不详,立案查处,,是,贪污腐败,,否,10/11/2015,中纪委,是,受贿罪、贪污罪,人民币4320万元，贪污罪人民币751万元,23/02/2017,福建省,漳州市,17年有期徒刑,否,,
1933,徐麟,男,汉族,01/05/1955,河北省,石家庄市,新乐市,硕士,01/09/1982,在职,,,,,,,,,,,,,,,,,
1934,杨振武,男,汉族,01/05/1955,河北省,石家庄市,新乐市,硕士,01/04/1975,在职,,,,,,,,,,,,,,,,,
1935,应勇,男,汉族,01/11/1957,浙江省,台州市,仙居县,硕士,01/04/1979,在职,,,,,,,,,,,,,,,,,
1936,屠光绍,男,汉族,01/01/1959,湖北省,武汉市,,硕士,01/07/1982,在职,,,,,,,,,,,,,,,,,
1937,杨晓渡,男,汉族,01/10/1953,上海市,,,硕士,01/09/1973,在职,,,,,,,,,,,,,,,,,
1938,殷一璀,女,汉族,01/01/1955,浙江省,温州市,苍南县,硕士,01/06/1973,在职,,,,,,,,,,,,,,,,,
1939,杨雄,男,汉族,01/11/1953,浙江省,杭州市,,硕士,01/06/1985,在职,,,,,,,,,,,,,,,,,
1940,丁薛祥,男,汉族,01/09/1962,江苏省,南通市,,硕士,01/10/1984,在职,,,,,,,,,,,,,,,,,
1941,许显辉,男,汉族,01/02/1966,河南省,平顶山市,叶县,本科,01/08/1986,在职,,,,,,,,,,,,,,,,,
1942,刘力伟,男,汉族,01/10/1955,湖南省,常德市,桃源县,本科,01/10/1976,在职,,,,,,,,,,,,,,,,,
1943,胡伯俊,男,汉族,01/07/1958,湖南省,长沙市,长沙县,硕士,01/07/1977,在职,,,,,,,,,,,,,,,,,
1944,杨光荣,男,汉族,01/11/1963,湖南省,湘潭市,湘潭县,硕士,01/06/1985,在职,,,,,,,,,,,,,,,,,
1945,陈文浩,男,汉族,01/12/1961,广东省,梅州市,大埔县,硕士,01/03/1986,在职,,,,,,,,,,,,,,,,,
1946,周德睿,男,汉族,01/02/1966,湖南省,衡阳市,祁东县,硕士,01/12/1991,在职,,,,,,,,,,,,,,,,,
1947,吴定宪,男,汉族,01/06/1944,福建省,福州市,福清市,不详,,退休,,,,,,,,,,,,,,,,,
1948,程海波,男,汉族,01/12/1952,湖南省,岳阳市,,本科,01/08/1974,立案查处,,是,贪污腐败,,否,22/07/2009,湖南省纪委,是,受贿罪,人民币1961万,15/12/2011,湖南省,湘西土家族苗族自治州,死缓,否,,
1949,武吉海,男,苗族,01/01/1953,湖南省,湘西土家族苗族自治州,吉首市,硕士,01/06/1979,在职,,,,,,,,,,,,,,,,,
1950,陈超英,男,汉族,01/11/1958,河北省,保定市,蠡县,硕士,,在职,,,,,,,,,,,,,,,,,
1951,皮黔生,男,汉族,01/10/1951,河南省,商丘市,宁陵县,博士,01/10/1971,立案查处,,是,贪污腐败,,否,23/12/2008,中纪委,是,受贿罪,人民币755万余元,12/08/2010,辽宁省,沈阳市,死缓,是,01/12/2010,维持原判
1952,谢建华,男,汉族,01/10/1953,山东省,烟台市,黄县（龙口市）,本科,,在职,,,,,,,,,,,,,,,,,
1953,王小京,男,汉族,01/06/1953,北京市,东城区,,硕士,01/04/1972,退休,,,,,,,,,,,,,,,,,
1954,段端武,男,汉族,01/08/1949,安徽省,亳州市,涡阳县,本科,01/02/1969,退休,,,,,,,,,,,,,,,,,
1955,滑兵来,男,汉族,01/09/1943,河北省,邢台市,柏乡县,本科,01/06/1963,退休,,,,,,,,,,,,,,,,,
1956,杨栋梁,男,汉族,01/01/1954,河北省,沧州市,青县,博士,01/12/1973,立案查处,,是,贪污腐败,,否,16/10/2015,中纪委,是,受贿罪,人民币2849万元,24/11/2016,北京市,,13.5年有期徒刑,否,,
1957,王文华,男,汉族,01/02/1948,天津市,,,硕士,01/06/1971,退休,,,,,,,,,,,,,,,,,
1958,肖怀远,男,汉族,01/06/1953,陕西省,西安市,,硕士,01/10/1975,在职,,,,,,,,,,,,,,,,,
1959,史莲喜,女,汉族,01/01/1952,河北省,衡水市,景县,硕士,01/11/1974,退休,,,,,,,,,,,,,,,,,
1960,邢军,女,汉族,01/06/1942,天津市,,,专科,01/11/1970,退休,,,,,,,,,,,,,,,,,
1961,邢元敏,男,汉族,01/11/1949,山东省,烟台市,龙口市,博士,01/07/1975,退休,,,,,,,,,,,,,,,,,
1962,刘胜玉,男,汉族,01/12/1945,山东省,威海市,荣成市,本科,01/02/1966,退休,,,,,,,,,,,,,,,,,
1963,宋平顺,男,汉族,01/06/1945,河北省,石家庄市,深泽县,专科,01/09/1970,死亡,,是,,,,,,,,,,,,,,,
1964,韩永文,男,汉族,01/05/1955,辽宁省,大连市,普兰店市,博士,01/06/1975,在职,,,,,,,,,,,,,,,,,
1965,徐宪平,男,汉族,01/10/1954,湖南省,邵阳市,隆回县,博士,01/12/1973,在职,,,,,,,,,,,,,,,,,
1966,张德仁,男,汉族,01/03/1942,海南省,海口市,,本科,27/10/1962,退休,,,,,,,,,,,,,,,,,
1967,石玉珍,女,苗族,01/10/1947,湖南省,湘西土家族苗族自治州,花垣县,专科,01/01/1966,退休,,,,,,,,,,,,,,,,,
1968,肖捷,男,汉族,01/06/1957,辽宁省,铁岭市,开原市,博士,01/03/1976,在职,,,,,,,,,,,,,,,,,
1969,许云昭,男,汉族,01/02/1949,江苏省,盐城市,阜宁县,硕士,01/06/1971,退休,,,,,,,,,,,,,,,,,
1970,路建平,男,汉族,01/01/1954,山东省,济南市,,本科,,在职,,,,,,,,,,,,,,,,,
1971,谢康生,男,汉族,01/07/1946,湖南省,岳阳市,平江县,专科,01/02/1966,退休,,,,,,,,,,,,,,,,,
1972,戚和平,男,汉族,01/01/1947,湖南省,怀化市,芷江县,本科,01/05/1973,退休,,,,,,,,,,,,,,,,,
1973,周昌贡,男,汉族,01/03/1952,湖南省,岳阳市,汨罗市,硕士,,退休,,,,,,,,,,,,,,,,,
1974,罗碧升,男,汉族,01/12/1949,湖南省,岳阳市,华容县,硕士,,退休,,,,,,,,,,,,,,,,,
1975,盛荣华,男,汉族,01/10/1962,湖南省,衡阳市,衡阳县,博士,01/06/1984,在职,,,,,,,,,,,,,,,,,
1976,张昌平,男,汉族,01/04/1954,湖北省,孝感市,,硕士,01/04/1975,在职,,,,,,,,,,,,,,,,,
1977,于来山,男,汉族,01/12/1952,湖南省,益阳市,,硕士,01/01/1972,在职,,,,,,,,,,,,,,,,,
1978,黄兰香,女,汉族,01/02/1962,湖南省,株洲市,醴陵市,硕士,01/01/1983,在职,,,,,,,,,,,,,,,,,
1979,卿渐伟,男,汉族,01/04/1959,湖南省,益阳市,沅江市,本科,01/05/1979,在职,,,,,,,,,,,,,,,,,
1980,孔令志,男,汉族,01/10/1945,吉林省,长春市,德惠市,专科,,退休,,,,,,,,,,,,,,,,,
1981,罗月林,男,汉族,01/10/1949,湖南省,衡阳市,,本科,,退休,,,,,,,,,,,,,,,,,
1982,龚文密,男,汉族,01/10/1961,湖北省,荆州市,监利县,硕士,01/10/1986,在职,,,,,,,,,,,,,,,,,
1983,盛茂林,男,汉族,01/01/1960,湖北省,黄石市,,硕士,01/12/1981,在职,,,,,,,,,,,,,,,,,
1984,黄天锡,男,汉族,01/10/1952,湖南省,邵阳市,邵阳县,本科,01/01/1972,退休,,,,,,,,,,,,,,,,,
1985,童名谦,男,汉族,01/06/1958,湖南省,长沙市,,硕士,01/04/1979,立案查处,,是,违纪,玩忽职守,否,18/12/2013,中纪委,是,玩忽职守罪,无,17/08/2014,北京市,丰台区,5年有期徒刑,否,,
1986,郭光文,男,汉族,01/01/1957,湖南省,岳阳市,岳阳县,硕士,01/02/1976,在职,,,,,,,,,,,,,,,,,
1987,贺仁雨,男,汉族,01/12/1953,湖南省,衡阳市,,专科,01/12/1974,在职,,,,,,,,,,,,,,,,,
1988,彭崇谷,男,汉族,01/11/1954,湖南省,湘潭市,湘乡市,本科,01/12/1981,在职,,,,,,,,,,,,,,,,,
1989,张自银,男,汉族,01/12/1962,湖南省,常德市,津市市,本科,01/06/1983,在职,,,,,,,,,,,,,,,,,
1990,周海兵,男,汉族,01/02/1971,湖南省,岳阳市,,硕士,01/09/1994,在职,,,,,,,,,,,,,,,,,
1991,徐明华,男,汉族,01/04/1953,江苏省,泰州市,,本科,01/01/1972,在职,,,,,,,,,,,,,,,,,
1992,张文雄,男,汉族,01/04/1962,湖南省,岳阳市,,硕士,01/01/1985,立案查处,,是,贪污腐败,,否,08/11/2016,中纪委,,,,,,,,,,
1993,李亿龙,男,汉族,01/06/1956,湖南省,长沙市,望城县,硕士,01/06/1986,立案查处,,是,贪污腐败,,否,08/04/2016,湖南省纪委,,,,,,,,,,
1994,陈叔红,男,汉族,01/01/1952,湖南省,湘潭市,,硕士,01/02/1972,退休,,,,,,,,,,,,,,,,,
1995,蒋建国,男,汉族,01/12/1956,湖南省,常德市,汉寿县,硕士,01/01/1975,在职,,,,,,,,,,,,,,,,,
1996,余爱国,男,汉族,01/08/1953,湖南省,岳阳市,岳阳县,硕士,01/02/1976,在职,,,,,,,,,,,,,,,,,
1997,史耀斌,男,汉族,01/06/1958,内蒙古自治区,通辽市,,博士,,在职,,,,,,,,,,,,,,,,,
1998,孙载夫,男,汉族,01/07/1946,湖南省,长沙市,,本科,01/09/1977,退休,,,,,,,,,,,,,,,,,
1999,文选德,男,汉族,01/02/1944,湖南省,常德市,石门县,本科,,退休,,,,,,,,,,,,,,,,,
2000,胡彪,男,汉族,01/05/1947,湖南省,邵阳市,,专科,01/02/1966,退休,,,,,,,,,,,,,,,,,
2001,许又声,男,汉族,01/08/1957,福建省,福州市,,本科,01/11/1985,在职,,,,,,,,,,,,,,,,,
2002,李有新,男,汉族,01/10/1954,湖南省,岳阳市,平江县,本科,01/08/1974,在职,,,,,,,,,,,,,,,,,
2003,陈肇雄,男,汉族,01/09/1961,福建省,莆田市,,博士,01/04/1994,在职,,,,,,,,,,,,,,,,,
2004,郭开朗,男,汉族,01/10/1960,山东省,威海市,文登市,硕士,01/06/1981,在职,,,,,,,,,,,,,,,,,
2005,李微微,女,汉族,01/03/1958,湖南省,长沙市,宁乡县,博士,01/07/1976,在职,,,,,,,,,,,,,,,,,
2006,黄建国,男,汉族,01/06/1952,四川省,凉山彝族自治州,会理县,硕士,01/07/1970,在职,,,,,,,,,,,,,,,,,
2007,杜崇烟,男,土家族,01/08/1962,湖南省,湘西土家族苗族自治州,永顺县,硕士,01/08/1983,立案查处,,是,贪污腐败,,否,23/07/2007,湖南省纪委,是,受贿罪、巨额财产来源不明罪,受贿150万元，195.870512万元的财产不能说明其合法来源,30/09/2009,湖南省,邵阳市,10年有期徒刑,否,,
2008,徐克勤,男,苗族,01/04/1963,湖南省,湘西土家族苗族自治州,龙山县,硕士,01/03/1985,在职,,,,,,,,,,,,,,,,,
2009,郭建群,女,苗族,01/06/1970,湖南省,湘西土家族苗族自治州,凤凰县,硕士,01/06/1993,在职,,,,,,,,,,,,,,,,,
2010,彭对喜,男,土家族,,湖南省,湘西土家族苗族自治州,永顺县,本科,,退休,,,,,,,,,,,,,,,,,
2011,何泽中,男,汉族,01/04/1956,湖南省,岳阳市,临湘市,博士,01/01/1976,在职,,,,,,,,,,,,,,,,,
2012,叶红专,男,土家族,01/06/1958,湖南省,湘西土家族苗族自治州,龙山县,专科,01/12/1976,在职,,,,,,,,,,,,,,,,,
2013,刘云柱,男,汉族,01/12/1946,湖南省,衡阳市,衡南县,本科,01/05/1966,退休,,,,,,,,,,,,,,,,,
2014,余英生,男,汉族,01/11/1945,湖南省,岳阳市,,本科,01/06/1971,退休,,,,,,,,,,,,,,,,,
2015,张建功,男,汉族,01/06/1948,陕西省,西安市,,,,退休,,,,,,,,,,,,,,,,,
2016,林武,男,汉族,01/02/1962,福建省,福州市,闽侯县,本科,01/01/1987,在职,,,,,,,,,,,,,,,,,
2017,吴宗源,男,侗族,01/10/1945,湖南省,怀化市,新晃县,专科,01/12/1970,退休,,,,,,,,,,,,,,,,,
2018,陈志强,男,苗族,01/07/1949,湖南省,怀化市,麻阳县,硕士,01/03/1978,退休,,,,,,,,,,,,,,,,,
2019,易鹏飞,男,汉族,01/05/1962,湖南省,益阳市,,本科,01/06/1987,在职,,,,,,,,,,,,,,,,,
2020,胡伟林,男,汉族,01/01/1963,湖南省,岳阳市,,本科,01/05/1986,在职,,,,,,,,,,,,,,,,,
2021,卞翠屏,男,汉族,01/01/1945,湖南省,永州市,,本科,01/10/1972,退休,,,,,,,,,,,,,,,,,
2022,彭宪法,男,汉族,01/11/1954,湖南省,湘潭市,,硕士,01/07/1981,在职,,,,,,,,,,,,,,,,,
2023,陈三新,男,汉族,01/11/1957,湖南省,永州市,,硕士,01/05/1985,在职,,,,,,,,,,,,,,,,,
2024,颜石生,男,汉族,01/02/1952,湖南省,株洲市,攸县,本科,01/02/1971,退休,,,,,,,,,,,,,,,,,
2025,王群,男,汉族,01/06/1961,湖南省,益阳市,沅江市,本科,01/10/1987,在职,,,,,,,,,,,,,,,,,
2026,毛腾飞,男,汉族,01/10/1962,湖南省,邵阳市,武冈市,博士,01/11/1991,在职,,,,,,,,,,,,,,,,,
2027,程兴汉,男,汉族,01/09/1939,湖南省,株洲市,,专科,01/03/1963,退休,,,,,,,,,,,,,,,,,
2028,王汀明,男,汉族,01/10/1946,福建省,厦门市,,本科,,退休,,,,,,,,,,,,,,,,,
2029,肖雅瑜,男,汉族,01/05/1950,湖南省,长沙市,长沙县,硕士,01/11/1973,在职,,,,,,,,,,,,,,,,,
2030,陈君文,男,汉族,01/07/1954,湖南省,常德市,鼎城区,博士,01/04/1979,在职,,,,,,,,,,,,,,,,,
2031,贺安杰,男,汉族,01/07/1958,湖南省,永州市,新田县,硕士,01/04/1985,在职,,,,,,,,,,,,,,,,,
2032,张剑飞,男,汉族,01/11/1962,湖南省,邵阳市,邵东县,博士,01/10/1994,在职,,,,,,,,,,,,,,,,,
2033,梅克保,男,汉族,01/03/1957,湖南省,常德市,汉寿县,博士,01/05/1979,在职,,,,,,,,,,,,,,,,,
2034,易炼红,男,汉族,01/09/1959,湖南省,娄底市,涟源市,硕士,01/06/1985,在职,,,,,,,,,,,,,,,,,
2035,储波,男,汉族,01/10/1944,安徽省,安庆市,桐城市,本科,01/10/1969,在职,,,,,,,,,,,,,,,,,
2036,周伯华,男,汉族,01/07/1948,湖南省,湘潭市,湘潭县,硕士,01/12/1970,在职,,,,,,,,,,,,,,,,,
2037,杜家毫,男,汉族,01/07/1955,浙江省,宁波市,鄞县,硕士,01/12/1973,在职,,,,,,,,,,,,,,,,,
2038,周强,男,汉族,01/04/1960,湖北省,黄冈市,黄梅县,硕士,01/09/1978,在职,,,,,,,,,,,,,,,,,
2039,徐守盛,男,汉族,01/01/1953,江苏省,南通市,如东县,硕士,01/10/1973,在职,,,,,,,,,,,,,,,,,
2040,杨泰波,男,汉族,01/11/1951,湖南省,长沙市,宁乡县,本科,01/06/1971,在职,,,,,,,,,,,,,,,,,
2041,欧阳斌,男,汉族,01/12/1954,湖南省,衡阳市,耒阳市,博士,01/10/1977,在职,,,,,,,,,,,,,,,,,
2042,刘莲玉,女,汉族,01/02/1960,湖南省,常德市,澧县,硕士,01/12/1981,在职,,,,,,,,,,,,,,,,,
2043,刘爱才,男,汉族,01/10/1948,江西省,抚州市,东乡县,本科,01/08/1971,退休,,,,,,,,,,,,,,,,,
2044,龚武生,男,汉族,01/08/1956,湖南省,永州市,新田县,硕士,01/03/1981,在职,,,,,,,,,,,,,,,,,
2045,严志辉,男,汉族,01/01/1968,湖南省,益阳市,南县,博士,01/07/1990,在职,,,,,,,,,,,,,,,,,
2046,邹金鷟,男,,,,,,,,退休,,,,,,,,,,,,,,,,,
2047,曾庆炎,男,汉族,01/10/1949,湖南省,常德市,澧县,本科,01/09/1970,退休,,,,,,,,,,,,,,,,,
2048,张硕辅,男,汉族,01/08/1965,湖南省,长沙市,望城县,博士,01/06/1984,在职,,,,,,,,,,,,,,,,,
2049,龙定鼎,男,汉族,01/12/1943,湖南省,永州市,东安县,本科,,退休,,,,,,,,,,,,,,,,,
2050,周政坤,男,汉族,01/07/1953,湖南省,益阳市,沅江市,本科,,立案查处,,是,贪污腐败,,否,01/04/2007,湖南省纪委,是,受贿罪,单独收受贿赂135.7万元，伙同弟弟周政文收受干股分得红利598万元，感谢费76万元，伙同弟弟周政权采取名借实受的方式收受贿赂370万元，伙同妻子刘阳春收受贿赂100万元,20/11/2008,湖南省,益阳市,无期徒刑,是,,
2051,瞿海,男,苗族,01/01/1966,湖南省,怀化市,沅陵县,硕士,01/01/1986,在职,,,,,,,,,,,,,,,,,
2052,李大伦,男,汉族,01/10/1950,湖南省,常德市,桃源县,硕士,,立案查处,,是,贪污腐败,,否,01/06/2005,湖南省纪委,是,受贿罪、巨额财产来源不明罪,"收受人民币1404万元,1798万不能说明合法来源",20/11/2008,湖南省,长沙市,死缓,是,04/12/2009,维持原判
2053,葛洪元,男,汉族,01/09/1955,山东省,聊城市,莘县,专科,01/03/1979,在职,,,,,,,,,,,,,,,,,
2054,戴道晋,男,汉族,01/03/1957,湖南省,常德市,汉寿县,硕士,01/12/1975,在职,,,,,,,,,,,,,,,,,
2055,向力力,男,汉族,01/09/1962,湖南省,衡阳市,衡东县,博士,01/11/1984,在职,,,,,,,,,,,,,,,,,
2056,蔡力峰,男,汉族,01/02/1950,湖南省,岳阳市,华容县,本科,01/01/1972,退休,,,,,,,,,,,,,,,,,
2057,胡衡华,男,汉族,01/06/1963,湖南省,衡阳市,衡南县,硕士,01/06/1985,在职,,,,,,,,,,,,,,,,,
2058,胡忠雄,男,汉族,01/01/1966,湖南省,常德市,澧县,博士,01/04/1985,在职,,,,,,,,,,,,,,,,,
2059,李江,男,汉族,01/12/1950,山西省,临汾市,吉县,本科,01/03/1971,在职,,,,,,,,,,,,,,,,,
2060,蒋作斌,男,汉族,01/10/1952,湖南省,岳阳市,湘阴县,硕士,01/04/1970,在职,,,,,,,,,,,,,,,,,
2061,马勇,男,汉族,01/01/1957,重庆市,巴南区,,硕士,01/01/1984,立案查处,,是,贪污腐败,,否,13/05/2015,湖南省纪委,是,受贿罪、滥用职权罪,人民币310万元,29/03/2016,湖南省,郴州市,12年有期徒刑,,,
2062,魏旋君,女,汉族,01/08/1963,江西省,南昌市,,博士后,,在职,,,,,,,,,,,,,,,,,
2063,鲁平益,男,汉族,01/06/1946,湖南省,益阳市,,专科,01/06/1979,退休,,,,,,,,,,,,,,,,,
