编码,名称,上级编码,上级名称,起始日期,终止日期,别名编码,别名名称,级别
220602,浑江区,220600,白山市,31/10/2011,31/08/2013,220602,浑江区,区县
220603,八道江区,220600,白山市,31/12/2002,31/10/2012,220602,浑江区,区县
220605,江源区,220600,白山市,31/12/2005,31/08/2013,220605,江源区,区县
220621,抚松县,220600,白山市,31/12/2002,31/08/2013,220621,抚松县,区县
220622,靖宇县,220600,白山市,31/12/2002,31/08/2013,220622,靖宇县,区县
220623,长白朝鲜族自治县,220600,白山市,31/12/2002,31/08/2013,220623,长白朝鲜族自治县,区县
220625,江源县,220600,白山市,31/12/2002,31/12/2006,220625,江源县,区县
220681,临江市,220600,白山市,31/12/2002,31/08/2013,220681,临江市,区县
220700,松原市,220000,吉林省,31/12/2002,31/08/2013,220700,松原市,地级市（区）
220702,宁江区,220700,松原市,31/12/2002,31/08/2013,220702,宁江区,区县
220721,前郭尔罗斯蒙古族自治县,220700,松原市,31/12/2002,31/08/2013,220721,前郭尔罗斯蒙古族自治县,区县
220722,长岭县,220700,松原市,31/12/2002,31/08/2013,220722,长岭县,区县
220723,乾安县,220700,松原市,31/12/2002,31/08/2013,220723,乾安县,区县
220724,扶余县,220700,松原市,31/12/2002,31/08/2013,220724,扶余县,区县
220781,扶余市,220700,松原市,31/10/2012,31/08/2013,220781,扶余市,区县
220800,白城市,220000,吉林省,31/12/2002,31/08/2013,220800,白城市,地级市（区）
220802,洮北区,220800,白城市,31/12/2002,31/08/2013,220802,洮北区,区县
220821,镇赉县,220800,白城市,31/12/2002,31/08/2013,220821,镇赉县,区县
220822,通榆县,220800,白城市,31/12/2002,31/08/2013,220822,通榆县,区县
220881,洮南市,220800,白城市,31/12/2002,31/08/2013,220881,洮南市,区县
220882,大安市,220800,白城市,31/12/2002,31/08/2013,220882,大安市,区县
222400,延边朝鲜族自治州,220000,吉林省,31/12/2002,31/08/2013,222400,延边朝鲜族自治州,地级市（区）
222401,延吉市,222400,延边朝鲜族自治州,31/12/2002,31/08/2013,222401,延吉市,区县
222402,图们市,222400,延边朝鲜族自治州,31/12/2002,31/08/2013,222402,图们市,区县
222403,敦化市,222400,延边朝鲜族自治州,31/12/2002,31/08/2013,222403,敦化市,区县
222404,珲春市,222400,延边朝鲜族自治州,31/12/2002,31/08/2013,222404,珲春市,区县
222405,龙井市,222400,延边朝鲜族自治州,31/12/2002,31/08/2013,222405,龙井市,区县
222406,和龙市,222400,延边朝鲜族自治州,31/12/2002,31/08/2013,222406,和龙市,区县
222424,汪清县,222400,延边朝鲜族自治州,31/12/2002,31/08/2013,222424,汪清县,区县
222426,安图县,222400,延边朝鲜族自治州,31/12/2002,31/08/2013,222426,安图县,区县
222500,通化专区,220000,吉林省,01/01/1949,01/01/2000,222500,通化专区,地级市（区）
230000,黑龙江省,230000,黑龙江省,31/12/2002,31/08/2013,230000,黑龙江省,省
230100,哈尔滨市,230000,黑龙江省,31/12/2002,31/08/2013,230100,哈尔滨市,副省级城市
230102,道里区,230100,哈尔滨市,31/12/2002,31/08/2013,230102,道里区,区县
230103,南岗区,230100,哈尔滨市,31/12/2002,31/08/2013,230103,南岗区,区县
230104,道外区,230100,哈尔滨市,31/12/2002,31/08/2013,230104,道外区,区县
230105,太平区,230100,哈尔滨市,31/12/2002,31/12/2004,230105,太平区,区县
230107,动力区,230100,哈尔滨市,31/12/2002,31/12/2006,230107,动力区,区县
230108,平房区,230100,哈尔滨市,31/12/2002,31/08/2013,230108,平房区,区县
230109,松北区,230100,哈尔滨市,31/12/2003,31/08/2013,230109,松北区,区县
230110,香坊区,230100,哈尔滨市,31/12/2002,31/08/2013,230110,香坊区,区县
230111,呼兰区,230100,哈尔滨市,31/12/2003,31/08/2013,230111,呼兰区,区县
230112,阿城区,230100,哈尔滨市,31/12/2005,31/08/2013,230112,阿城区,区县
230121,呼兰县,230100,哈尔滨市,31/12/2002,31/12/2004,230121,呼兰县,区县
230123,依兰县,230100,哈尔滨市,31/12/2002,31/08/2013,230123,依兰县,区县
230124,方正县,230100,哈尔滨市,31/12/2002,31/08/2013,230124,方正县,区县
230125,宾县,230100,哈尔滨市,31/12/2002,31/08/2013,230125,宾县,区县
230126,巴彦县,230100,哈尔滨市,31/12/2002,31/08/2013,230126,巴彦县,区县
230127,木兰县,230100,哈尔滨市,31/12/2002,31/08/2013,230127,木兰县,区县
230128,通河县,230100,哈尔滨市,31/12/2002,31/08/2013,230128,通河县,区县
230129,延寿县,230100,哈尔滨市,31/12/2002,31/08/2013,230129,延寿县,区县
230181,阿城市,230100,哈尔滨市,31/12/2002,31/12/2006,230181,阿城市,区县
230182,双城市,230100,哈尔滨市,31/12/2002,31/08/2013,230182,双城市,区县
230183,尚志市,230100,哈尔滨市,31/12/2002,31/08/2013,230183,尚志市,区县
230184,五常市,230100,哈尔滨市,31/12/2002,31/08/2013,230184,五常市,区县
230200,齐齐哈尔市,230000,黑龙江省,31/12/2002,31/08/2013,230200,齐齐哈尔市,地级市（区）
230202,龙沙区,230200,齐齐哈尔市,31/12/2002,31/08/2013,230202,龙沙区,区县
230203,建华区,230200,齐齐哈尔市,31/12/2002,31/08/2013,230203,建华区,区县
230204,铁锋区,230200,齐齐哈尔市,31/12/2002,31/08/2013,230204,铁锋区,区县
230205,昂昂溪区,230200,齐齐哈尔市,31/12/2002,31/08/2013,230205,昂昂溪区,区县
230206,富拉尔基区,230200,齐齐哈尔市,31/12/2002,31/08/2013,230206,富拉尔基区,区县
230207,碾子山区,230200,齐齐哈尔市,31/12/2002,31/08/2013,230207,碾子山区,区县
230208,梅里斯达斡尔族区,230200,齐齐哈尔市,31/12/2002,31/08/2013,230208,梅里斯达斡尔族区,区县
230221,龙江县,230200,齐齐哈尔市,31/12/2002,31/08/2013,230221,龙江县,区县
230223,依安县,230200,齐齐哈尔市,31/12/2002,31/08/2013,230223,依安县,区县
230224,泰来县,230200,齐齐哈尔市,31/12/2002,31/08/2013,230224,泰来县,区县
230225,甘南县,230200,齐齐哈尔市,31/12/2002,31/08/2013,230225,甘南县,区县
230227,富裕县,230200,齐齐哈尔市,31/12/2002,31/08/2013,230227,富裕县,区县
230229,克山县,230200,齐齐哈尔市,31/12/2002,31/08/2013,230229,克山县,区县
230230,克东县,230200,齐齐哈尔市,31/12/2002,31/08/2013,230230,克东县,区县
230231,拜泉县,230200,齐齐哈尔市,31/12/2002,31/08/2013,230231,拜泉县,区县
230281,讷河市,230200,齐齐哈尔市,31/12/2002,31/08/2013,230281,讷河市,区县
230300,鸡西市,230000,黑龙江省,31/12/2002,31/08/2013,230300,鸡西市,地级市（区）
230302,鸡冠区,230300,鸡西市,31/12/2002,31/08/2013,230302,鸡冠区,区县
230303,恒山区,230300,鸡西市,31/12/2002,31/08/2013,230303,恒山区,区县
230304,滴道区,230300,鸡西市,31/12/2002,31/08/2013,230304,滴道区,区县
230305,梨树区,230300,鸡西市,31/12/2002,31/08/2013,230305,梨树区,区县
230306,城子河区,230300,鸡西市,31/12/2002,31/08/2013,230306,城子河区,区县
230307,麻山区,230300,鸡西市,31/12/2002,31/08/2013,230307,麻山区,区县
230321,鸡东县,230300,鸡西市,31/12/2002,31/08/2013,230321,鸡东县,区县
230381,虎林市,230300,鸡西市,31/12/2002,31/08/2013,230381,虎林市,区县
230382,密山市,230300,鸡西市,31/12/2002,31/08/2013,230382,密山市,区县
230400,鹤岗市,230000,黑龙江省,31/12/2002,31/08/2013,230400,鹤岗市,地级市（区）
230402,向阳区,230400,鹤岗市,31/12/2002,31/08/2013,230402,向阳区,区县
230403,工农区,230400,鹤岗市,31/12/2002,31/08/2013,230403,工农区,区县
230404,南山区,230400,鹤岗市,31/12/2002,31/08/2013,230404,南山区,区县
230405,兴安区,230400,鹤岗市,31/12/2002,31/08/2013,230405,兴安区,区县
230406,东山区,230400,鹤岗市,31/12/2002,31/08/2013,230406,东山区,区县
230407,兴山区,230400,鹤岗市,31/12/2002,31/08/2013,230407,兴山区,区县
230421,萝北县,230400,鹤岗市,31/12/2002,31/08/2013,230421,萝北县,区县
230422,绥滨县,230400,鹤岗市,31/12/2002,31/08/2013,230422,绥滨县,区县
230500,双鸭山市,230000,黑龙江省,31/12/2002,31/08/2013,230500,双鸭山市,地级市（区）
230502,尖山区,230500,双鸭山市,31/12/2002,31/08/2013,230502,尖山区,区县
230503,岭东区,230500,双鸭山市,31/12/2002,31/08/2013,230503,岭东区,区县
230505,四方台区,230500,双鸭山市,31/12/2002,31/08/2013,230505,四方台区,区县
230506,宝山区,230500,双鸭山市,31/12/2002,31/08/2013,230506,宝山区,区县
230521,集贤县,230500,双鸭山市,31/12/2002,31/08/2013,230521,集贤县,区县
230522,友谊县,230500,双鸭山市,31/12/2002,31/08/2013,230522,友谊县,区县
230523,宝清县,230500,双鸭山市,31/12/2002,31/08/2013,230523,宝清县,区县
230524,饶河县,230500,双鸭山市,31/12/2002,31/08/2013,230524,饶河县,区县
230600,大庆市,230000,黑龙江省,31/12/2002,31/08/2013,230600,大庆市,地级市（区）
230602,萨尔图区,230600,大庆市,31/12/2002,31/08/2013,230602,萨尔图区,区县
230603,龙凤区,230600,大庆市,31/12/2002,31/08/2013,230603,龙凤区,区县
230604,让胡路区,230600,大庆市,31/12/2002,31/08/2013,230604,让胡路区,区县
230605,红岗区,230600,大庆市,31/12/2002,31/08/2013,230605,红岗区,区县
230606,大同区,230600,大庆市,31/12/2002,31/08/2013,230606,大同区,区县
230621,肇州县,230600,大庆市,31/12/2002,31/08/2013,230621,肇州县,区县
230622,肇源县,230600,大庆市,31/12/2002,31/08/2013,230622,肇源县,区县
230623,林甸县,230600,大庆市,31/12/2002,31/08/2013,230623,林甸县,区县
230624,杜尔伯特蒙古族自治县,230600,大庆市,31/12/2002,31/08/2013,230624,杜尔伯特蒙古族自治县,区县
230700,伊春市,230000,黑龙江省,31/12/2002,31/08/2013,230700,伊春市,地级市（区）
230702,伊春区,230700,伊春市,31/12/2002,31/08/2013,230702,伊春区,区县
230703,南岔区,230700,伊春市,31/12/2002,31/08/2013,230703,南岔区,区县
230704,友好区,230700,伊春市,31/12/2002,31/08/2013,230704,友好区,区县
230705,西林区,230700,伊春市,31/12/2002,31/08/2013,230705,西林区,区县
230706,翠峦区,230700,伊春市,31/12/2002,31/08/2013,230706,翠峦区,区县
230707,新青区,230700,伊春市,31/12/2002,31/08/2013,230707,新青区,区县
230708,美溪区,230700,伊春市,31/12/2002,31/08/2013,230708,美溪区,区县
230709,金山屯区,230700,伊春市,31/12/2002,31/08/2013,230709,金山屯区,区县
230710,五营区,230700,伊春市,31/12/2002,31/08/2013,230710,五营区,区县
230711,乌马河区,230700,伊春市,31/12/2002,31/08/2013,230711,乌马河区,区县
230712,汤旺河区,230700,伊春市,31/12/2002,31/08/2013,230712,汤旺河区,区县
230713,带岭区,230700,伊春市,31/12/2002,31/08/2013,230713,带岭区,区县
230714,乌伊岭区,230700,伊春市,31/12/2002,31/08/2013,230714,乌伊岭区,区县
230715,红星区,230700,伊春市,31/12/2002,31/08/2013,230715,红星区,区县
230716,上甘岭区,230700,伊春市,31/12/2002,31/08/2013,230716,上甘岭区,区县
230722,嘉荫县,230700,伊春市,31/12/2002,31/08/2013,230722,嘉荫县,区县
230781,铁力市,230700,伊春市,31/12/2002,31/08/2013,230781,铁力市,区县
230800,佳木斯市,230000,黑龙江省,31/12/2002,31/08/2013,230800,佳木斯市,地级市（区）
230802,永红区,230800,佳木斯市,31/12/2002,31/12/2006,230802,永红区,区县
230803,向阳区,230800,佳木斯市,31/12/2002,31/08/2013,230803,向阳区,区县
230804,前进区,230800,佳木斯市,31/12/2002,31/08/2013,230804,前进区,区县
230805,东风区,230800,佳木斯市,31/12/2002,31/08/2013,230805,东风区,区县
230822,桦南县,230800,佳木斯市,31/12/2002,31/08/2013,230822,桦南县,区县
230826,桦川县,230800,佳木斯市,31/12/2002,31/08/2013,230826,桦川县,区县
230828,汤原县,230800,佳木斯市,31/12/2002,31/08/2013,230828,汤原县,区县
230833,抚远县,230800,佳木斯市,31/12/2002,31/08/2013,230833,抚远县,区县
230881,同江市,230800,佳木斯市,31/12/2002,31/08/2013,230881,同江市,区县
230882,富锦市,230800,佳木斯市,31/12/2002,31/08/2013,230882,富锦市,区县
230900,七台河市,230000,黑龙江省,31/12/2002,31/08/2013,230900,七台河市,地级市（区）
230902,新兴区,230900,七台河市,31/12/2002,31/08/2013,230902,新兴区,区县
230903,桃山区,230900,七台河市,31/12/2002,31/08/2013,230903,桃山区,区县
230904,茄子河区,230900,七台河市,31/12/2002,31/08/2013,230904,茄子河区,区县
230921,勃利县,230900,七台河市,31/12/2002,31/08/2013,230921,勃利县,区县
231000,牡丹江市,230000,黑龙江省,31/12/2002,31/08/2013,231000,牡丹江市,地级市（区）
231002,东安区,231000,牡丹江市,31/12/2002,31/08/2013,231002,东安区,区县
231003,阳明区,231000,牡丹江市,31/12/2002,31/08/2013,231003,阳明区,区县
231004,爱民区,231000,牡丹江市,31/12/2002,31/08/2013,231004,爱民区,区县
231005,西安区,231000,牡丹江市,31/12/2002,31/08/2013,231005,西安区,区县
231024,东宁县,231000,牡丹江市,31/12/2002,31/08/2013,231024,东宁县,区县
231025,林口县,231000,牡丹江市,31/12/2002,31/08/2013,231025,林口县,区县
231081,绥芬河市,231000,牡丹江市,31/12/2002,31/08/2013,231081,绥芬河市,区县
231083,海林市,231000,牡丹江市,31/12/2002,31/08/2013,231083,海林市,区县
231084,宁安市,231000,牡丹江市,31/12/2002,31/08/2013,231084,宁安市,区县
231085,穆棱市,231000,牡丹江市,31/12/2002,31/08/2013,231085,穆棱市,区县
231100,黑河市,230000,黑龙江省,31/12/2002,31/08/2013,231100,黑河市,地级市（区）
231102,爱辉区,231100,黑河市,31/12/2002,31/08/2013,231102,爱辉区,区县
231121,嫩江县,231100,黑河市,31/12/2002,31/08/2013,231121,嫩江县,区县
231123,逊克县,231100,黑河市,31/12/2002,31/08/2013,231123,逊克县,区县
231124,孙吴县,231100,黑河市,31/12/2002,31/08/2013,231124,孙吴县,区县
231181,北安市,231100,黑河市,31/12/2002,31/08/2013,231181,北安市,区县
231182,五大连池市,231100,黑河市,31/12/2002,31/08/2013,231182,五大连池市,区县
231200,绥化市,230000,黑龙江省,31/12/2002,31/08/2013,231200,绥化市,地级市（区）
231202,北林区,231200,绥化市,31/12/2002,31/08/2013,231202,北林区,区县
231221,望奎县,231200,绥化市,31/12/2002,31/08/2013,231221,望奎县,区县
231222,兰西县,231200,绥化市,31/12/2002,31/08/2013,231222,兰西县,区县
231223,青冈县,231200,绥化市,31/12/2002,31/08/2013,231223,青冈县,区县
231224,庆安县,231200,绥化市,31/12/2002,31/08/2013,231224,庆安县,区县
231225,明水县,231200,绥化市,31/12/2002,31/08/2013,231225,明水县,区县
231226,绥棱县,231200,绥化市,31/12/2002,31/08/2013,231226,绥棱县,区县
231281,安达市,231200,绥化市,31/12/2002,31/08/2013,231281,安达市,区县
231282,肇东市,231200,绥化市,31/12/2002,31/08/2013,231282,肇东市,区县
231283,海伦市,231200,绥化市,31/12/2002,31/08/2013,231283,海伦市,区县
232300,绥化地区,230000,黑龙江省,05/03/1956,01/12/1999,231200,绥化市,地级市（区）
232700,大兴安岭地区,230000,黑龙江省,31/12/2002,31/08/2013,232700,大兴安岭地区,地级市（区）
232701,加格达奇区,232700,大兴安岭地区,31/12/2005,31/12/2009,232701,加格达奇区,区县
232702,松岭区,232700,大兴安岭地区,31/12/2005,31/12/2009,232702,松岭区,区县
232703,新林区,232700,大兴安岭地区,31/12/2005,31/12/2009,232703,新林区,区县
232704,呼中区,232700,大兴安岭地区,31/12/2005,31/12/2009,232704,呼中区,区县
232721,呼玛县,232700,大兴安岭地区,31/12/2002,31/08/2013,232721,呼玛县,区县
232722,塔河县,232700,大兴安岭地区,31/12/2002,31/08/2013,232722,塔河县,区县
232723,漠河县,232700,大兴安岭地区,31/12/2002,31/08/2013,232723,漠河县,区县
232800,合江地区,230000,黑龙江省,31/12/2002,31/08/2013,232800,合江地区,地级市（区）
232900,松花江地区,230000,黑龙江省,31/12/2002,31/08/2013,232900,松花江地区,地级市（区）
233000,绥化地区（1999年前）,230000,黑龙江省,31/12/2002,31/08/2013,233000,绥化地区（1999年前）,地级市（区）
310000,上海市,310000,上海市,31/12/2002,31/08/2013,310000,上海市,省
310101,黄浦区,310000,上海市,31/12/2002,31/08/2013,310101,黄浦区,地级市（区）
310103,卢湾区,310000,上海市,31/12/2002,31/10/2011,310103,卢湾区,地级市（区）
310104,徐汇区,310000,上海市,31/12/2002,31/08/2013,310104,徐汇区,地级市（区）
310105,长宁区,310000,上海市,31/12/2002,31/08/2013,310105,长宁区,地级市（区）
310106,静安区,310000,上海市,31/12/2002,31/08/2013,310106,静安区,地级市（区）
310107,普陀区,310000,上海市,31/12/2002,31/08/2013,310107,普陀区,地级市（区）
310108,闸北区,310000,上海市,31/12/2002,31/08/2013,310108,闸北区,地级市（区）
310109,虹口区,310000,上海市,31/12/2002,31/08/2013,310109,虹口区,地级市（区）
310110,杨浦区,310000,上海市,31/12/2002,31/08/2013,310110,杨浦区,地级市（区）
310112,闵行区,310000,上海市,31/12/2002,31/08/2013,310112,闵行区,地级市（区）
310113,宝山区,310000,上海市,31/12/2002,31/08/2013,310113,宝山区,地级市（区）
310114,嘉定区,310000,上海市,31/12/2002,31/08/2013,310114,嘉定区,地级市（区）
310115,浦东新区,310000,上海市,31/12/2002,31/08/2013,310115,浦东新区,地级市（区）
310116,金山区,310000,上海市,31/12/2002,31/08/2013,310116,金山区,地级市（区）
310117,松江区,310000,上海市,31/12/2002,31/08/2013,310117,松江区,地级市（区）
310118,青浦区,310000,上海市,31/12/2002,31/08/2013,310118,青浦区,地级市（区）
310119,南汇区,310000,上海市,31/12/2002,31/12/2009,310119,南汇区,地级市（区）
310120,奉贤区,310000,上海市,31/12/2002,31/08/2013,310120,奉贤区,地级市（区）
310225,南汇县,310000,上海市,01/11/2000,01/11/2000,310225,南汇县,地级市（区）
310226,奉贤县,310000,上海市,01/11/2000,01/11/2000,310226,奉贤县,地级市（区）
310230,崇明县,310000,上海市,31/12/2002,31/08/2013,310230,崇明县,地级市（区）
310240,川沙县,310000,上海市,01/01/1940,01/01/2000,310240,川沙县,地级市（区）
310250,嘉定县,310000,上海市,01/01/1940,01/01/2000,310250,嘉定县,地级市（区）
310251,上海县,310000,上海市,01/01/2000,01/01/2009,310251,上海县,地级市（区）
310252,金山县,310000,上海市,01/01/2000,01/01/2009,310252,金山县,地级市（区）
310260,南市区,310000,上海市,31/12/2002,31/08/2013,310260,南市区,地级市（区）
310300,松江县(1998年前),310000,上海市,01/01/1940,01/01/2000,310300,松江县(1998年前),地级市（区）
320000,江苏省,320000,江苏省,31/12/2002,31/08/2013,320000,江苏省,省
320100,南京市,320000,江苏省,31/12/2002,31/08/2013,320100,南京市,副省级城市
320102,玄武区,320100,南京市,31/12/2002,31/08/2013,320102,玄武区,区县
320103,白下区,320100,南京市,31/12/2002,31/08/2013,320103,白下区,区县
320104,秦淮区,320100,南京市,31/12/2002,31/08/2013,320104,秦淮区,区县
320105,建邺区,320100,南京市,31/12/2002,31/08/2013,320105,建邺区,区县
320106,鼓楼区,320100,南京市,31/12/2002,31/08/2013,320106,鼓楼区,区县
320107,下关区,320100,南京市,31/12/2002,31/08/2013,320107,下关区,区县
320111,浦口区,320100,南京市,31/12/2002,31/08/2013,320111,浦口区,区县
320112,大厂区,320100,南京市,01/11/2000,01/11/2000,320112,大厂区,区县
320113,栖霞区,320100,南京市,31/12/2002,31/08/2013,320113,栖霞区,区县
320114,雨花台区,320100,南京市,31/12/2002,31/08/2013,320114,雨花台区,区县
320115,江宁区,320100,南京市,31/12/2002,31/08/2013,320115,江宁区,区县
320116,六合区,320100,南京市,31/12/2002,31/08/2013,320116,六合区,区县
320117,溧水区,320100,南京市,31/10/2012,31/08/2013,320117,溧水区,区县
320118,高淳区,320100,南京市,31/10/2012,31/08/2013,320118,高淳区,区县
320121,江宁县,320100,南京市,01/11/2000,01/11/2000,320121,江宁县,区县
320122,江浦县,320100,南京市,01/11/2000,01/11/2000,320122,江浦县,区县
320123,六合县,320100,南京市,01/11/2000,01/11/2000,320123,六合县,区县
320124,溧水县,320100,南京市,31/12/2002,31/08/2013,320124,溧水县,区县
320125,高淳县,320100,南京市,31/12/2002,31/08/2013,320125,高淳县,区县
320200,无锡市,320000,江苏省,31/12/2002,31/08/2013,320200,无锡市,地级市（区）
320202,崇安区,320200,无锡市,31/12/2002,31/08/2013,320202,崇安区,区县
320203,南长区,320200,无锡市,31/12/2002,31/08/2013,320203,南长区,区县
320204,北塘区,320200,无锡市,31/12/2002,31/08/2013,320204,北塘区,区县
320205,锡山区,320200,无锡市,31/12/2002,31/08/2013,320205,锡山区,区县
320206,惠山区,320200,无锡市,31/12/2002,31/08/2013,320206,惠山区,区县
320211,滨湖区,320200,无锡市,31/12/2002,31/08/2013,320211,滨湖区,区县
320212,马山区,320200,无锡市,01/11/2000,01/11/2000,320212,马山区,区县
320281,江阴市,320200,无锡市,31/12/2002,31/08/2013,320281,江阴市,区县
320282,宜兴市,320200,无锡市,31/12/2002,31/08/2013,320282,宜兴市,区县
320283,锡山市,320200,无锡市,01/11/2000,01/11/2000,320283,锡山市,区县
320300,徐州市,320000,江苏省,31/12/2002,31/08/2013,320300,徐州市,地级市（区）
320302,鼓楼区,320300,徐州市,31/12/2002,31/08/2013,320302,鼓楼区,区县
320303,云龙区,320300,徐州市,31/12/2002,31/08/2013,320303,云龙区,区县
320304,九里区,320300,徐州市,31/12/2002,31/10/2010,320304,九里区,区县
320305,贾汪区,320300,徐州市,31/12/2002,31/08/2013,320305,贾汪区,区县
320311,泉山区,320300,徐州市,31/12/2002,31/08/2013,320311,泉山区,区县
320312,铜山区,320300,徐州市,31/12/2009,31/08/2013,320312,铜山区,区县
320321,丰县,320300,徐州市,31/12/2002,31/08/2013,320321,丰县,区县
320322,沛县,320300,徐州市,31/12/2002,31/08/2013,320322,沛县,区县
320323,铜山县,320300,徐州市,31/12/2002,31/10/2010,320323,铜山县,区县
320324,睢宁县,320300,徐州市,31/12/2002,31/08/2013,320324,睢宁县,区县
320381,新沂市,320300,徐州市,31/12/2002,31/08/2013,320381,新沂市,区县
320382,邳州市,320300,徐州市,31/12/2002,31/08/2013,320382,邳州市,区县
320400,常州市,320000,江苏省,31/12/2002,31/08/2013,320400,常州市,地级市（区）
320402,天宁区,320400,常州市,31/12/2002,31/08/2013,320402,天宁区,区县
320404,钟楼区,320400,常州市,31/12/2002,31/08/2013,320404,钟楼区,区县
320405,戚墅堰区,320400,常州市,31/12/2002,31/08/2013,320405,戚墅堰区,区县
320411,新北区,320400,常州市,31/12/2002,31/08/2013,320411,新北区,区县
320412,武进区,320400,常州市,31/12/2002,31/08/2013,320412,武进区,区县
320481,溧阳市,320400,常州市,31/12/2002,31/08/2013,320481,溧阳市,区县
320482,金坛市,320400,常州市,31/12/2002,31/08/2013,320482,金坛市,区县
320483,武进市,320400,常州市,01/11/2000,01/11/2000,320483,武进市,区县
320500,苏州市,320000,江苏省,31/12/2002,31/08/2013,320500,苏州市,地级市（区）
320502,沧浪区,320500,苏州市,31/12/2002,31/10/2012,320502,沧浪区,区县
320503,平江区,320500,苏州市,31/12/2002,31/10/2012,320503,平江区,区县
320504,金阊区,320500,苏州市,31/12/2002,31/10/2012,320504,金阊区,区县
320505,虎丘区,320500,苏州市,31/12/2002,31/08/2013,320505,虎丘区,区县
320506,吴中区,320500,苏州市,31/12/2002,31/08/2013,320506,吴中区,区县
320507,相城区,320500,苏州市,31/12/2002,31/08/2013,320507,相城区,区县
320508,姑苏区,320500,苏州市,31/10/2011,31/08/2013,320508,姑苏区,区县
320509,吴江区,320500,苏州市,31/10/2011,31/08/2013,320509,吴江区,区县
320581,常熟市,320500,苏州市,31/12/2002,31/08/2013,320581,常熟市,区县
320582,张家港市,320500,苏州市,31/12/2002,31/08/2013,320582,张家港市,区县
320583,昆山市,320500,苏州市,31/12/2002,31/08/2013,320583,昆山市,区县
320584,吴江市,320500,苏州市,31/12/2002,31/10/2012,320584,吴江市,区县
320585,太仓市,320500,苏州市,31/12/2002,31/08/2013,320585,太仓市,区县
320586,吴县市,320500,苏州市,01/11/2000,01/11/2000,320586,吴县市,区县
320600,南通市,320000,江苏省,31/12/2002,31/08/2013,320600,南通市,地级市（区）
320602,崇川区,320600,南通市,31/12/2002,31/08/2013,320602,崇川区,区县
320611,港闸区,320600,南通市,31/12/2002,31/08/2013,320611,港闸区,区县
320612,通州区,320600,南通市,31/12/2009,31/08/2013,320612,通州区,区县
320621,海安县,320600,南通市,31/12/2002,31/08/2013,320621,海安县,区县
320623,如东县,320600,南通市,31/12/2002,31/08/2013,320623,如东县,区县
320681,启东市,320600,南通市,31/12/2002,31/08/2013,320681,启东市,区县
320682,如皋市,320600,南通市,31/12/2002,31/08/2013,320682,如皋市,区县
320683,通州市,320600,南通市,31/12/2002,31/12/2009,320683,通州市,区县
320684,海门市,320600,南通市,31/12/2002,31/08/2013,320684,海门市,区县
320700,连云港市,320000,江苏省,31/12/2002,31/08/2013,320700,连云港市,地级市（区）
320703,连云区,320700,连云港市,31/12/2002,31/08/2013,320703,连云区,区县
320704,云台区,320700,连云港市,01/11/2000,01/11/2000,320704,云台区,区县
320705,新浦区,320700,连云港市,31/12/2002,31/08/2013,320705,新浦区,区县
320706,海州区,320700,连云港市,31/12/2002,31/08/2013,320706,海州区,区县
320721,赣榆县,320700,连云港市,31/12/2002,31/08/2013,320721,赣榆县,区县
320722,东海县,320700,连云港市,31/12/2002,31/08/2013,320722,东海县,区县
320723,灌云县,320700,连云港市,31/12/2002,31/08/2013,320723,灌云县,区县
320724,灌南县,320700,连云港市,31/12/2002,31/08/2013,320724,灌南县,区县
320800,淮安市,320000,江苏省,31/12/2002,31/08/2013,320800,淮安市,地级市（区）
320802,清河区,320800,淮安市,31/12/2002,31/08/2013,320802,清河区,区县
320803,淮安区,320800,淮安市,31/10/2011,31/08/2013,320803,淮安区,区县
320804,淮阴区,320800,淮安市,31/12/2002,31/08/2013,320804,淮阴区,区县
320805,楚州区,320800,淮安市,31/12/2002,31/10/2012,320803,淮安区,区县
320811,清浦区,320800,淮安市,31/12/2002,31/08/2013,320811,清浦区,区县
320821,淮阴县,320800,淮安市,01/11/2000,01/11/2000,320821,淮阴县,区县
320826,涟水县,320800,淮安市,31/12/2002,31/08/2013,320826,涟水县,区县
320829,洪泽县,320800,淮安市,31/12/2002,31/08/2013,320829,洪泽县,区县
320830,盱眙县,320800,淮安市,31/12/2002,31/08/2013,320830,盱眙县,区县
320831,金湖县,320800,淮安市,31/12/2002,31/08/2013,320831,金湖县,区县
320900,盐城市,320000,江苏省,31/12/2002,31/08/2013,320900,盐城市,地级市（区）
320902,亭湖区,320900,盐城市,31/12/2002,31/08/2013,320902,亭湖区,区县
320903,盐都区,320900,盐城市,31/12/2002,31/08/2013,320903,盐都区,区县
320921,响水县,320900,盐城市,31/12/2002,31/08/2013,320921,响水县,区县
320922,滨海县,320900,盐城市,31/12/2002,31/08/2013,320922,滨海县,区县
320923,阜宁县,320900,盐城市,31/12/2002,31/08/2013,320923,阜宁县,区县
320924,射阳县,320900,盐城市,31/12/2002,31/08/2013,320924,射阳县,区县
320925,建湖县,320900,盐城市,31/12/2002,31/08/2013,320925,建湖县,区县
320928,盐都县,320900,盐城市,31/12/2002,31/12/2003,320928,盐都县,区县
320981,东台市,320900,盐城市,31/12/2002,31/08/2013,320981,东台市,区县
320982,大丰市,320900,盐城市,31/12/2002,31/08/2013,320982,大丰市,区县
321000,扬州市,320000,江苏省,31/12/2002,31/08/2013,321000,扬州市,地级市（区）
