编码,名称,归属大类,别名,名称,别名归属大类
1311,机构编制委员会,党委,1311,机构编制委员会,党委
1312,外事工作领导小组办公室,党委,1312,外事工作领导小组办公室,党委
1313,台湾事务（工作）办公室,党委,1313,台湾事务（工作）办公室,党委
1314,直属机关工作委员会,党委,1314,直属机关工作委员会,党委
1315,直属机关事务管理局,党委,1315,直属机关事务管理局,党委
1316,国家机关工作委员会,党委,1316,国家机关工作委员会,党委
1317,金融工作办公室/委员会,党委,1317,金融工作办公室/委员会,党委
1318,企业工作委员会,党委,1318,企业工作委员会,党委
1319,香港工作委员会,党委,1319,香港工作委员会,党委
1320,澳门工作委员会,党委,1320,澳门工作委员会,党委
1321,精神文明建设指导委员会办公室,党委,1321,精神文明建设指导委员会办公室,党委
1322,档案馆(中央/地方),党委,1322,档案馆(中央/地方),党委
1323,保密委员会办公室(中央)/国家保密局,党委,1323,保密委员会办公室(中央)/国家保密局,党委
1324,密码工作领导小组办公室（国家密码管理局）,党委,1324,密码工作领导小组办公室（国家密码管理局）,党委
1325,人民日报社,党委,1325,人民日报社,党委
1326,党史研究室,党委,1326,党史研究室,党委
1327,中央文献研究室,党委,1327,中央文献研究室,党委
1328,中央编译局,党委,1328,中央编译局,党委
1329,《求是》杂志社,党委,1329,《求是》杂志社,党委
1330,光明日报社,党委,1330,光明日报社,党委
1331,中国日报社,党委,1331,中国日报社,党委
1332,经济日报社,党委,1332,经济日报社,党委
1333,中国外文出版发行事业局,党委,1333,中国外文出版发行事业局,党委
1336,老干部局,党委,1336,老干部局,党委
1337,机要局,党委,1337,机要局,党委
1338,防范和处理邪教问题领导小组（610）办公室,党委,1338,防范和处理邪教问题领导小组（610）办公室,党委
1339,农村工作领导小组（党委）,党委,1339,农村工作领导小组（党委）,党委
1343,党委工作队,党委,1343,党委工作队,党委
9360,云南锡业集团,地方企业,9360,云南锡业集团,地方企业
9359,东风糖厂,地方企业,9359,东风糖厂,地方企业
1346,高新技术开发区工委,党委,1349,经济技术开发区管委会,党委
1347,农工部（党委）,党委,1363,农村工作部,党委
1348,青岛日报社,党委,1348,青岛日报社,党委
1349,经济技术开发区管委会,党委,1349,经济技术开发区管委会,党委
1350,党委（乡镇）,党委,1344,,
2600,政府/国务院（综合）,政府_国务院,2600,政府/国务院（综合）,政府_国务院
2601,外交部,政府_国务院,2601,外交部,政府_国务院
2602,国防部,政府_国务院,2602,国防部,政府_国务院
2603,发展改革/计划委员会,政府_国务院,2603,发展改革/计划委员会,政府_国务院
2604,经济贸易委员会,政府_国务院,2604,经济贸易委员会,政府_国务院
2605,经济体制改革委员会,政府_国务院,2605,经济体制改革委员会,政府_国务院
2606,科学技术部/厅/局（科学技术委员会）,政府_国务院,2606,科学技术部/厅/局（科学技术委员会）,政府_国务院
2607,民族事务委员会,政府_国务院,2607,民族事务委员会,政府_国务院
2608,监察部/厅/局,政府_国务院,2608,监察部/厅/局,政府_国务院
2609,公安部/厅/局,政府_国务院,2609,公安部/厅/局,政府_国务院
2610,国家安全部/厅/局,政府_国务院,2610,国家安全部/厅/局,政府_国务院
2611,民政部/厅/局,政府_国务院,2611,民政部/厅/局,政府_国务院
2612,司法部/厅/局,政府_国务院,2612,司法部/厅/局,政府_国务院
2613,人事部/厅/局,政府_国务院,2613,人事部/厅/局,政府_国务院
2614,劳动和社会保障部/厅/局,政府_国务院,2614,劳动和社会保障部/厅/局,政府_国务院
2615,财政部/厅/局,政府_国务院,2615,财政部/厅/局,政府_国务院
2616,国家审计署/地方审计厅/局,政府_国务院,2616,国家审计署/地方审计厅/局,政府_国务院
2617,人民银行,政府_国务院,2617,人民银行,政府_国务院
2618,国内贸易部 /厅/局,政府_国务院,2618,国内贸易部 /厅/局,政府_国务院
2619,外经贸部/厅/局,政府_国务院,2619,外经贸部/厅/局,政府_国务院
3504,姜格庄公社,基层组织,3504,姜格庄公社,基层组织
2620,农业部/厅/局,政府_国务院,2620,农业部/厅/局,政府_国务院
1352,工交部,党委,1412,工业交通(政治)部,党委
5837,社科联,地方企业,5837,社科联,地方企业
7020,部队农场,军队,7020,部队农场,军队
7021,解放军883厂,军队,7021,解放军883厂,军队
7022,山东生产建设兵团,军队,7022,山东生产建设兵团,军队
7023,解放军657部队农场,军队,7023,解放军657部队农场,军队
7024,国防大学,军队,7024,国防大学,军队
3913,驻齐河县农业学大寨工作团,基层组织,3749,农业学大寨工作队,基层组织
3914,驻齐河县晏城农业学大寨工作组,基层组织,3749,农业学大寨工作队,基层组织
5838,大港油田,地方企业,5838,大港油田,地方企业
1440,大众日报社,党委,1440,大众日报社,党委
34175,电信局,政府_国务院,34175,电信局,政府_国务院
5841,灵山公社机修厂,地方企业,5841,灵山公社机修厂,地方企业
5842,青岛海洋渔业公司,地方企业,5842,青岛海洋渔业公司,地方企业
5843,山东省航运公司,地方企业,5843,山东省航运公司,地方企业
5844,山东省水产企业集团总公司,地方企业,5844,山东省水产企业集团总公司,地方企业
5845,烟台闹钟厂,地方企业,5845,烟台闹钟厂,地方企业
5846,烟台轴承厂,地方企业,5846,烟台轴承厂,地方企业
5847,永胜联营金矿,地方企业,5847,永胜联营金矿,地方企业
5848,邮电局,地方企业,2633,邮电部 /厅/局,政府_国务院
1202,昌潍地区中级人民法院,法院_检察院,1202,昌潍地区中级人民法院,法院_检察院
1203,山东省高级人民法院,法院_检察院,1203,山东省高级人民法院,法院_检察院
1204,潍坊市中级人民法院,法院_检察院,1204,潍坊市中级人民法院,法院_检察院
3739,曹庄大队,基层组织,3739,曹庄大队,基层组织
3740,大秦家公社,基层组织,3740,大秦家公社,基层组织
3741,代庙公社,基层组织,3741,代庙公社,基层组织
3742,多湖公社下张大队,基层组织,3742,多湖公社下张大队,基层组织
3743,房寺公社,基层组织,3743,房寺公社,基层组织
3744,缸窑沟公社,基层组织,3744,缸窑沟公社,基层组织
3745,高崖公社,基层组织,3745,高崖公社,基层组织
3746,何官公社,基层组织,3746,何官公社,基层组织
3747,良梨公社,基层组织,3747,良梨公社,基层组织
3748,罗山公社,基层组织,3748,罗山公社,基层组织
3749,农业学大寨工作队,基层组织,3749,农业学大寨工作队,基层组织
3750,三异井公社,基层组织,3750,三异井公社,基层组织
3751,桃园公社,基层组织,3751,桃园公社,基层组织
3752,姚村公社,基层组织,3752,姚村公社,基层组织
3753,朱老庄镇,基层组织,3753,朱老庄镇,基层组织
3754,隍城公社,基层组织,3754,隍城公社,基层组织
7025,解放军6167部队,军队,7025,解放军6167部队,军队
6640,中国孔子基金会,行业协会_人民团体,6640,中国孔子基金会,行业协会_人民团体
6641,中华全国铁路总工会,行业协会_人民团体,6641,中华全国铁路总工会,行业协会_人民团体
2868,储备物资管理局,政府_国务院,2868,储备物资管理局,政府_国务院
2869,农办,政府_国务院,2706,农村工作办公室,政府_国务院
2870,贫下中农工作队,政府_国务院,2870,贫下中农工作队,政府_国务院
2871,水产局,政府_国务院,2871,水产局,政府_国务院
2872,机关党工委,政府_国务院,2872,机关党工委,政府_国务院
1401,科技工委,党委,1401,科技工委,党委
1402,整治建设办公室,党委,1402,整治建设办公室,党委
1403,顾问委员会,党委,1403,顾问委员会,党委
1404,经济部,党委,1404,经济部,党委
2799,重工局,政府_国务院,2820,重工业局,政府_国务院
2904,轻工业局,政府_国务院,2904,轻工业局,政府_国务院
2908,工交办公室,政府_国务院,2908,工交办公室,政府_国务院
2909,人事监察科,政府_国务院,2909,人事监察科,政府_国务院
4624,直属机关党委（共青团）,共青团,4624,直属机关党委（共青团）,共青团
5077,太极计算机公司,中央企业,5077,太极计算机公司,中央企业
6642,海峡两岸关系协会,行业协会_人民团体,6642,海峡两岸关系协会,行业协会_人民团体
5849,西北饭店有限责任公司,地方企业,5849,西北饭店有限责任公司,地方企业
5850,青岛市海洋渔业公司,地方企业,5850,青岛市海洋渔业公司,地方企业
5851,渭南纺织厂,地方企业,5851,渭南纺织厂,地方企业
5852,渭南杏林钢厂,地方企业,5852,渭南杏林钢厂,地方企业
5853,渭南纸箱板厂,地方企业,5853,渭南纸箱板厂,地方企业
5854,渭南华山造纸厂,地方企业,5854,渭南华山造纸厂,地方企业
5087,攀钢公司,中央企业,5086,攀枝花钢铁公司,中央企业
5856,宝鸡市晶体管厂,地方企业,5856,宝鸡市晶体管厂,地方企业
5857,宝鸡市电子仪表工业公司,地方企业,5857,宝鸡市电子仪表工业公司,地方企业
5858,陕西乡镇企业供销公司,地方企业,5858,陕西乡镇企业供销公司,地方企业
5860,马钢公司,地方企业,5860,马钢公司,地方企业
5861,延安无线电总厂,地方企业,5861,延安无线电总厂,地方企业
5862,江苏省食品公司,地方企业,5862,江苏省食品公司,地方企业
5863,泰州肉联厂,地方企业,5863,泰州肉联厂,地方企业
3919,榆树乡银行,基层组织,3919,榆树乡银行,基层组织
5866,广播站,地方企业,5866,广播站,地方企业
5867,咸阳造纸厂,地方企业,5867,咸阳造纸厂,地方企业
5868,天津市打火机厂,地方企业,5868,天津市打火机厂,地方企业
5869,黄山发电设备厂,地方企业,5869,黄山发电设备厂,地方企业
3755,丁家公社,基层组织,3755,丁家公社,基层组织
3756,相公公社,基层组织,3756,相公公社,基层组织
3757,新铺公社,基层组织,3757,新铺公社,基层组织
3758,牛东公社,基层组织,3758,牛东公社,基层组织
3759,千王学校,基层组织,3759,千王学校,基层组织
3760,石井乡,基层组织,3760,石井乡,基层组织
3761,刘家疃村,基层组织,3761,刘家疃村,基层组织
3762,西阳镇,基层组织,3762,西阳镇,基层组织
3763,农业管理站,基层组织,3763,农业管理站,基层组织
3764,孝子陵乡,基层组织,3764,孝子陵乡,基层组织
3765,蔡家坡镇,基层组织,3765,蔡家坡镇,基层组织
3766,新台子公社,基层组织,3766,新台子公社,基层组织
3767,蔡家坡车站学校,基层组织,3765,蔡家坡镇,基层组织
3768,东坪公社,基层组织,3768,东坪公社,基层组织
3770,水阳公社,基层组织,3770,水阳公社,基层组织
3771,宜沟公社,基层组织,3773,宜沟镇,基层组织
3772,五陵乡,基层组织,3772,五陵乡,基层组织
3773,宜沟镇,基层组织,3773,宜沟镇,基层组织
3774,谢坊公社,基层组织,3774,谢坊公社,基层组织
3775,宋岗公社,基层组织,3775,宋岗公社,基层组织
3776,王桥公社,基层组织,3776,王桥公社,基层组织
3777,平陵乡,基层组织,3777,平陵乡,基层组织
1405,“三个代表”重要思想学习教育小组,党委,1405,“三个代表”重要思想学习教育小组,党委
1406,《党的教育》杂志社,党委,1406,《党的教育》杂志社,党委
1407,《奋斗》杂志社,党委,1407,《奋斗》杂志社,党委
1408,中央人才工作协调小组,党委,1408,中央人才工作协调小组,党委
1409,中央创先争优活动领导小组,党委,1409,中央创先争优活动领导小组,党委
1410,中央机关讲师团,党委,1410,中央机关讲师团,党委
1411,党建领导小组,党委,1411,党建领导小组,党委
1412,工业交通(政治)部,党委,1412,工业交通(政治)部,党委
1413,农牧工作领导小组,党委,1413,农牧工作领导小组,党委
1414,凌源县医院,党委,1414,凌源县医院,党委
1415,包头日报社,党委,1415,包头日报社,党委
34174,地质矿产部/厅/局,政府_国务院,34174,地质矿产部/厅/局,政府_国务院
1417,巡视组,党委,1417,巡视组,党委
1418,工交政治部,党委,1412,工业交通(政治)部,党委
1420,教育工作委员会,党委,1420,教育工作委员会,党委
1421,整党办公室,党委,1421,整党办公室,党委
1422,文教党委,党委,1354,文教部（党委）,党委
1423,新华日报社,党委,1423,新华日报社,党委
1424,济南日报社,党委,1424,济南日报社,党委
1425,直属工交,党委,1412,工业交通(政治)部,党委
1426,社会组织工作委员会,党委,1426,社会组织工作委员会,党委
2913,中关村科技园区管委会,政府_国务院,2913,中关村科技园区管委会,政府_国务院
2914,中小企业厅,政府_国务院,2914,中小企业厅,政府_国务院
2915,乡镇企业管理处,政府_国务院,2915,乡镇企业管理处,政府_国务院
2916,人事劳动厅,政府_国务院,2614,劳动和社会保障部/厅/局,政府_国务院
2917,人民防空办公室,政府_国务院,2917,人民防空办公室,政府_国务院
2918,住桦南县促农工作队,政府_国务院,2918,住桦南县促农工作队,政府_国务院
2919,供电局,政府_国务院,2828,供电局/电业管理局,政府_国务院
2920,保税物流园区,政府_国务院,2920,保税物流园区,政府_国务院
2921,信息办公室,政府_国务院,2787,信息化工作办公室/信息化领导小组,政府_国务院
2922,信息化办公室,政府_国务院,2787,信息化工作办公室/信息化领导小组,政府_国务院
2923,全国社会保障基金理事会,政府_国务院,2923,全国社会保障基金理事会,政府_国务院
2924,全国绿化委员会,政府_国务院,2924,全国绿化委员会,政府_国务院
2925,全国防治沙漠化协调小组,政府_国务院,2925,全国防治沙漠化协调小组,政府_国务院
2926,内陆开放型经济试验区建设领导小组,政府_国务院,2926,内陆开放型经济试验区建设领导小组,政府_国务院
2927,农业开发办公室,政府_国务院,2927,农业开发办公室,政府_国务院
2928,农业技术推广站,政府_国务院,2928,农业技术推广站,政府_国务院
2929,农业资源综合开发管理局,政府_国务院,2815,农业综合开发局,政府_国务院
2930,农场局,政府_国务院,2930,农场局,政府_国务院
2932,农林部/厅/局,政府_国务院,2932,农林部/厅/局,政府_国务院
2933,农牧业厅,政府_国务院,2751,农牧业厅/局,政府_国务院
2934,农牧场管理局,政府_国务院,2934,农牧场管理局,政府_国务院
2935,农牧组,政府_国务院,2751,农牧业厅/局,政府_国务院
2936,农科所,政府_国务院,2936,农科所,政府_国务院
2937,冶金工业部/厅/局,政府_国务院,2937,冶金工业部/厅/局,政府_国务院
2938,北京奥运会组委会,政府_国务院,2938,北京奥运会组委会,政府_国务院
2939,口岸办公室,政府_国务院,2939,口岸办公室,政府_国务院
2940,口岸管理委员会,政府_国务院,2940,口岸管理委员会,政府_国务院
2941,固海扬水管理处,政府_国务院,2941,固海扬水管理处,政府_国务院
2942,国务院东北经济区规划办公室,政府_国务院,2942,国务院东北经济区规划办公室,政府_国务院
2943,国务院食品安全委员会,政府_国务院,2943,国务院食品安全委员会,政府_国务院
2944,国家中长期科学和技术发展规划领导小组,政府_国务院,2944,国家中长期科学和技术发展规划领导小组,政府_国务院
2945,国家大型飞机重大专项领导小组,政府_国务院,2945,国家大型飞机重大专项领导小组,政府_国务院
2946,国家汉语国际推广领导小组,政府_国务院,2946,国家汉语国际推广领导小组,政府_国务院
2947,国家矿产储量委员会,政府_国务院,2948,国家矿产储量管理局,政府_国务院
2948,国家矿产储量管理局,政府_国务院,2948,国家矿产储量管理局,政府_国务院
2949,国家科技教育领导小组,政府_国务院,2949,国家科技教育领导小组,政府_国务院
2950,国营农场管理局（总局）,政府_国务院,2950,国营农场管理局（总局）,政府_国务院
2951,国营农场管理总局,政府_国务院,2950,国营农场管理局（总局）,政府_国务院
2952,国防科工局/委,政府_国务院,2711,国家国防科学技术工业局（委员会）,政府_国务院
2953,国际工程咨询研究中心,政府_国务院,2953,国际工程咨询研究中心,政府_国务院
2955,城市建设管理局,政府_国务院,2955,城市建设管理局,政府_国务院
2956,城镇集体办公室,政府_国务院,2956,城镇集体办公室,政府_国务院
2957,基本建设委员会,政府_国务院,2957,基本建设委员会,政府_国务院
2958,大庆石油管理局,政府_国务院,2958,大庆石油管理局,政府_国务院
2959,家畜改良站,政府_国务院,2959,家畜改良站,政府_国务院
2960,工业交通部,政府_国务院,1412,工业交通(政治)部,党委
2961,工业科,政府_国务院,2961,工业科,政府_国务院
2962,工交,政府_国务院,2908,工交办公室,政府_国务院
2963,工交局,政府_国务院,2908,工交办公室,政府_国务院
2965,市政服务中心,政府_国务院,2965,市政服务中心,政府_国务院
2966,市政管理委员会,政府_国务院,2966,市政管理委员会,政府_国务院
2967,幸福之路苏木兽医站,政府_国务院,2967,幸福之路苏木兽医站,政府_国务院
2968,建设委员会,政府_国务院,2968,建设委员会,政府_国务院
2969,房地产管理局,政府_国务院,2969,房地产管理局,政府_国务院
2970,扶贫工作队,政府_国务院,2970,扶贫工作队,政府_国务院
2971,扶贫开发区工作队,政府_国务院,2970,扶贫工作队,政府_国务院
2972,扶贫扬黄灌溉工程建设总指挥部,政府_国务院,2972,扶贫扬黄灌溉工程建设总指挥部,政府_国务院
2973,援疆工作前方指挥部,政府_国务院,2973,援疆工作前方指挥部,政府_国务院
2974,文教局/办公室,政府_国务院,2974,文教局/办公室,政府_国务院
2975,文教处,政府_国务院,2974,文教局/办公室,政府_国务院
2976,机构改革工作队,政府_国务院,2976,机构改革工作队,政府_国务院
2977,杨汉忠,政府_国务院,2977,杨汉忠,政府_国务院
2978,棋盘山开发区,政府_国务院,2978,棋盘山开发区,政府_国务院
2979,森林工业局,政府_国务院,2979,森林工业局,政府_国务院
2980,沈阳市政府驻欧洲代表处,政府_国务院,2980,沈阳市政府驻欧洲代表处,政府_国务院
2981,油田管理局,政府_国务院,2981,油田管理局,政府_国务院
2982,燃料化学工业部/厅/局（70-75存在）,政府_国务院,2982,燃料化学工业部/厅/局（70-75存在）,政府_国务院
2983,物资局,政府_国务院,2983,物资局,政府_国务院
2984,环境保护委员会,政府_国务院,2984,环境保护委员会,政府_国务院
2985,生产委员会,政府_国务院,2985,生产委员会,政府_国务院
2986,电子仪表工业局,政府_国务院,2986,电子仪表工业局,政府_国务院
2987,电子工业局,政府_国务院,2716,电子工业(第四工业)部/厅/局,政府_国务院
2988,畜牧业厅/局,政府_国务院,2988,畜牧业厅/局,政府_国务院
2989,畜牧厅/局,政府_国务院,2988,畜牧业厅/局,政府_国务院
2990,畜牧局,政府_国务院,2988,畜牧业厅/局,政府_国务院
2991,省振兴办公室,政府_国务院,2826,振兴东北地区等老工业基地领导小组,政府_国务院
2992,石油部/厅/局,政府_国务院,2724,石油工业部/厅/局,政府_国务院
2993,矿区发展实验区,政府_国务院,2993,矿区发展实验区,政府_国务院
2994,社教工作队,政府_国务院,2994,社教工作队,政府_国务院
2995,经管会,政府_国务院,2995,经管会,政府_国务院
2996,自治区实施西部大开发战略领导小组办公室,政府_国务院,2740,西部开发领导小组办公室,政府_国务院
2997,航空航天工业部（88-93存在）,政府_国务院,2997,航空航天工业部（88-93存在）,政府_国务院
2998,西部开发办公室,政府_国务院,2740,西部开发领导小组办公室,政府_国务院
2999,计划经济研究所,政府_国务院,2999,计划经济研究所,政府_国务院
3001,财贸委员会,政府_国务院,3001,财贸委员会,政府_国务院
3002,轻工业部/厅/局,政府_国务院,3002,轻工业部/厅/局,政府_国务院
3003,辉山农业高新技术开发区,政府_国务院,3003,辉山农业高新技术开发区,政府_国务院
3004,辉山经济开发区,政府_国务院,3004,辉山经济开发区,政府_国务院
3005,近海经济区,政府_国务院,3005,近海经济区,政府_国务院
3006,重点工程建设办公室,政府_国务院,3006,重点工程建设办公室,政府_国务院
3007,金融管理办公室,政府_国务院,1317,金融工作办公室/委员会,党委
3008,铁路建设领导小组,政府_国务院,3008,铁路建设领导小组,政府_国务院
3009,银川市综合保税区,政府_国务院,3009,银川市综合保税区,政府_国务院
3010,防汛防旱指挥部,政府_国务院,2746,防汛抗旱指挥部办公室,政府_国务院
3011,革委会办公室,政府_国务院,3011,革委会办公室,政府_国务院
3012,首都绿化委员会,政府_国务院,3012,首都绿化委员会,政府_国务院
3013,驻上海办事处,政府_国务院,3013,驻上海办事处,政府_国务院
3014,驻上海联络处,政府_国务院,3013,驻上海办事处,政府_国务院
3015,驻坦桑尼亚专家组,政府_国务院,3015,驻坦桑尼亚专家组,政府_国务院
3016,驻欧洲代表处,政府_国务院,3016,驻欧洲代表处,政府_国务院
3017,黄金管理局,政府_国务院,3017,黄金管理局,政府_国务院
4625,呼伦贝尔盟民族少年宫,共青团,4625,呼伦贝尔盟民族少年宫,共青团
4626,学工部,共青团,4611,学校部,共青团
4627,学校和少年先锋队工作部（学少部）,共青团,4618,学少部,共青团
4628,学校部、少年部,共青团,4611,学校部,共青团
4629,少年部、事业部,共青团,4618,学少部,共青团
4630,少年部、省少工委办公室,共青团,4618,学少部,共青团
4631,机关事业管理部（共青团）,共青团,4631,机关事业管理部（共青团）,共青团
4632,研究室（共青团）,共青团,4632,研究室（共青团）,共青团
4633,维护青少年权益部,共青团,4633,维护青少年权益部,共青团
4634,青少年部,共青团,4634,青少年部,共青团
4635,青年工作部（青工部）,共青团,4635,青年工作部（青工部）,共青团
4636,青年志愿者行动指导中心,共青团,4636,青年志愿者行动指导中心,共青团
4637,青教办,共青团,4637,青教办,共青团
5078,中国三峡总公司,中央企业,5078,中国三峡总公司,中央企业
5079,中国大唐集团公司,中央企业,5079,中国大唐集团公司,中央企业
5080,中国建筑一局,中央企业,5034,中国建筑工程公司,中央企业
5081,中国长江三峡总公司,中央企业,5081,中国长江三峡总公司,中央企业
5082,中垦农业资源开发股份有限公司,中央企业,5082,中垦农业资源开发股份有限公司,中央企业
5083,人民出版社,中央企业,5083,人民出版社,中央企业
5084,平庄煤业(集团)有限责任公司,中央企业,5085,平庄矿务局,中央企业
5085,平庄矿务局,中央企业,5085,平庄矿务局,中央企业
3921,东大屯公社,基层组织,3921,东大屯公社,基层组织
6644,中华见义勇为基金会,行业协会_人民团体,6644,中华见义勇为基金会,行业协会_人民团体
6645,中国国际贸易促进委员会,行业协会_人民团体,6645,中国国际贸易促进委员会,行业协会_人民团体
6646,中国新闻文化促进会,行业协会_人民团体,6646,中国新闻文化促进会,行业协会_人民团体
6647,中国科学技术协会,行业协会_人民团体,6647,中国科学技术协会,行业协会_人民团体
6648,中国老龄事业发展基金会,行业协会_人民团体,6648,中国老龄事业发展基金会,行业协会_人民团体
6649,中国花卉协会,行业协会_人民团体,6649,中国花卉协会,行业协会_人民团体
6650,党建研究会,行业协会_人民团体,6650,党建研究会,行业协会_人民团体
6651,宁夏回族自治区企业文化协会,行业协会_人民团体,6651,宁夏回族自治区企业文化协会,行业协会_人民团体
6652,宋杖子（欺天）公社,行业协会_人民团体,6652,宋杖子（欺天）公社,行业协会_人民团体
6653,旅游协会,行业协会_人民团体,6653,旅游协会,行业协会_人民团体
6654,榆树农场,行业协会_人民团体,6654,榆树农场,行业协会_人民团体
6655,海外交流协会,行业协会_人民团体,6655,海外交流协会,行业协会_人民团体
6656,熊岳公社,行业协会_人民团体,6656,熊岳公社,行业协会_人民团体
3920,五七干校_晶硅厂,基层组织,3916,五七干校,基层组织
5871,七星泡镇企业公司,地方企业,3781,七星泡镇,基层组织
5872,上海元件五厂,地方企业,5872,上海元件五厂,地方企业
5873,上海锅炉厂,地方企业,5873,上海锅炉厂,地方企业
5874,中国江苏国际经济技术合作公司,地方企业,5874,中国江苏国际经济技术合作公司,地方企业
5875,中国沈阳国际经济技术合作公司,地方企业,5875,中国沈阳国际经济技术合作公司,地方企业
5876,中小企业信用担保中心,地方企业,5876,中小企业信用担保中心,地方企业
5877,丹东仪表元件厂,地方企业,5877,丹东仪表元件厂,地方企业
5878,丹东射线仪器工业公司,地方企业,5878,丹东射线仪器工业公司,地方企业
5879,乡镇企业管理公司,地方企业,5879,乡镇企业管理公司,地方企业
5880,二轻局五金机修厂,地方企业,5880,二轻局五金机修厂,地方企业
5881,亚麻编织厂,地方企业,5881,亚麻编织厂,地方企业
5882,伊克昭盟化工集团,地方企业,5882,伊克昭盟化工集团,地方企业
5883,佳木斯联合收割机厂,地方企业,5883,佳木斯联合收割机厂,地方企业
5884,克什克腾旗商贸总公司,地方企业,5884,克什克腾旗商贸总公司,地方企业
5885,克什克腾旗百货公司,地方企业,5884,克什克腾旗商贸总公司,地方企业
5886,内蒙古工学院机械厂,地方企业,5886,内蒙古工学院机械厂,地方企业
5887,内蒙古生产建设兵团化纤纺织厂,地方企业,5887,内蒙古生产建设兵团化纤纺织厂,地方企业
5888,内蒙古电力（集团）有限责任公司,地方企业,5888,内蒙古电力（集团）有限责任公司,地方企业
5889,内蒙古第二机械制造厂,地方企业,5889,内蒙古第二机械制造厂,地方企业
5890,内蒙古第二机械总厂,地方企业,5889,内蒙古第二机械制造厂,地方企业
5891,内蒙古自治区人防工程公司,地方企业,5891,内蒙古自治区人防工程公司,地方企业
5892,内蒙古自治区粮油购销储运公司,地方企业,5892,内蒙古自治区粮油购销储运公司,地方企业
5893,内蒙古邮电机械厂,地方企业,5893,内蒙古邮电机械厂,地方企业
5894,内蒙古锡林郭勒盟商贸集团公司,地方企业,5894,内蒙古锡林郭勒盟商贸集团公司,地方企业
5895,内蒙古集通铁路有限责任公司,地方企业,5895,内蒙古集通铁路有限责任公司,地方企业
5896,农信开发公司,地方企业,5896,农信开发公司,地方企业
5897,农机修造二厂,地方企业,5897,农机修造二厂,地方企业
3025,农村信用联合社,政府_国务院,3025,农村信用联合社,政府_国务院
5900,准格尔旗文化馆,地方企业,5900,准格尔旗文化馆,地方企业
5901,加气混凝土制品厂,地方企业,5901,加气混凝土制品厂,地方企业
5902,包头市拖拉机厂,地方企业,5902,包头市拖拉机厂,地方企业
5903,包头市第二阀门厂,地方企业,5903,包头市第二阀门厂,地方企业
5904,包头市纺织总厂,地方企业,5904,包头市纺织总厂,地方企业
5905,北京制呢厂,地方企业,5905,北京制呢厂,地方企业
5906,北京医用射线机厂,地方企业,5906,北京医用射线机厂,地方企业
5907,北京市燃气集团有限责任公司,地方企业,5907,北京市燃气集团有限责任公司,地方企业
5908,北京市石化总厂,地方企业,5650,北京石油化工总厂,地方企业
5909,北京新华印刷厂,地方企业,5909,北京新华印刷厂,地方企业
5910,北京磁线电厂,地方企业,5910,北京磁线电厂,地方企业
5911,北京第四制药厂,地方企业,5911,北京第四制药厂,地方企业
5912,北京纺织控股（集团）有限责任公司,地方企业,5912,北京纺织控股（集团）有限责任公司,地方企业
5913,北方机械厂,地方企业,5913,北方机械厂,地方企业
5914,北满特钢集团,地方企业,5914,北满特钢集团,地方企业
5915,北钢集团,地方企业,5915,北钢集团,地方企业
5916,华宁国际,地方企业,5916,华宁国际,地方企业
5917,南京大桥机器厂,地方企业,5917,南京大桥机器厂,地方企业
5918,南京宝华煤矿,地方企业,5918,南京宝华煤矿,地方企业
5919,南京新机场建设指挥部,地方企业,5919,南京新机场建设指挥部,地方企业
1441,南京日报社,党委,1441,南京日报社,党委
5921,南化公司磷肥厂,地方企业,5921,南化公司磷肥厂,地方企业
5922,南方大厦百货公司,地方企业,5922,南方大厦百货公司,地方企业
5923,南通市合成纤维厂,地方企业,5923,南通市合成纤维厂,地方企业
5924,南通市色织一厂,地方企业,5924,南通市色织一厂,地方企业
5925,双鸭山市岭东轮胎机械厂,地方企业,5925,双鸭山市岭东轮胎机械厂,地方企业
5926,双鸭山市机修厂,地方企业,5926,双鸭山市机修厂,地方企业
5927,合作修配厂,地方企业,5927,合作修配厂,地方企业
5928,吉林兽药厂,地方企业,5928,吉林兽药厂,地方企业
5929,吉林化纤厂,地方企业,5929,吉林化纤厂,地方企业
5930,吉林市毛纺厂,地方企业,5930,吉林市毛纺厂,地方企业
5931,吉林总公司市毛纺厂,地方企业,5931,吉林总公司市毛纺厂,地方企业
5932,吉林油田分公司,地方企业,5715,吉林油田,地方企业
5933,吉林石油集团有限责任公司,地方企业,5933,吉林石油集团有限责任公司,地方企业
5934,吴县制药厂,地方企业,5934,吴县制药厂,地方企业
5935,呼伦贝尔盟宾馆,地方企业,5935,呼伦贝尔盟宾馆,地方企业
5936,呼和浩特市化工厂,地方企业,5936,呼和浩特市化工厂,地方企业
5937,呼和浩特市机械厂,地方企业,5937,呼和浩特市机械厂,地方企业
5938,呼和浩特第二机床厂,地方企业,5938,呼和浩特第二机床厂,地方企业
5939,哈依煤气办公室,地方企业,5939,哈依煤气办公室,地方企业
5940,哈依煤气气化建设总指挥部,地方企业,5940,哈依煤气气化建设总指挥部,地方企业
5941,哈尔滨内燃机厂,地方企业,5941,哈尔滨内燃机厂,地方企业
5942,哈尔滨气化厂,地方企业,5942,哈尔滨气化厂,地方企业
5943,哈尔滨煤气公司,地方企业,5943,哈尔滨煤气公司,地方企业
