编码,名称,归属大类,别名,名称,别名归属大类
34143,社团管理局,政府_国务院,34143,社团管理局,政府_国务院
34144,福建省对口援建彭州前方指挥部,政府_国务院,34144,福建省对口援建彭州前方指挥部,政府_国务院
34145,福建省驻京办,政府_国务院,34145,福建省驻京办,政府_国务院
34146,福建第四批援疆干部,政府_国务院,34146,福建第四批援疆干部,政府_国务院
34147,科技信息中心,政府_国务院,34147,科技信息中心,政府_国务院
34148,第十二届全运会接待场所基建办公室,政府_国务院,34148,第十二届全运会接待场所基建办公室,政府_国务院
34149,粮管所,政府_国务院,34149,粮管所,政府_国务院
34150,经济管理办公室,政府_国务院,34150,经济管理办公室,政府_国务院
34151,综合督导局,政府_国务院,34151,综合督导局,政府_国务院
34152,联席办,政府_国务院,34152,联席办,政府_国务院
34153,能源开发局,政府_国务院,34153,能源开发局,政府_国务院
34154,良渚遗址管理区,政府_国务院,34154,良渚遗址管理区,政府_国务院
34155,茶叶局,政府_国务院,34155,茶叶局,政府_国务院
34156,蜀山经济技术开发区,政府_国务院,34156,蜀山经济技术开发区,政府_国务院
34157,衡水滨湖新区,政府_国务院,34157,衡水滨湖新区,政府_国务院
34158,计划生育干部培训中心,政府_国务院,34158,计划生育干部培训中心,政府_国务院
34159,郑州新区,政府_国务院,34159,郑州新区,政府_国务院
34160,金融发展服务办公室,政府_国务院,34160,金融发展服务办公室,政府_国务院
34161,钱江新城建设指挥部,政府_国务院,34161,钱江新城建设指挥部,政府_国务院
34162,铁岭新台子经济开发区,政府_国务院,34162,铁岭新台子经济开发区,政府_国务院
34163,铁路建设办公室,政府_国务院,34163,铁路建设办公室,政府_国务院
34164,长春兴隆综合保税区,政府_国务院,34164,长春兴隆综合保税区,政府_国务院
34165,长春市经济技术开发区,政府_国务院,34165,长春市经济技术开发区,政府_国务院
34166,长江公路大桥建设指挥部,政府_国务院,34166,长江公路大桥建设指挥部,政府_国务院
34167,雅安经济开发区,政府_国务院,34167,雅安经济开发区,政府_国务院
34168,青岛市红岛经济区,政府_国务院,34168,青岛市红岛经济区,政府_国务院
34169,青岛市高新区,政府_国务院,34169,青岛市高新区,政府_国务院
34170,非公有制经济组织工作委员会,政府_国务院,34170,非公有制经济组织工作委员会,政府_国务院
34171,首钢搬迁领导小组,政府_国务院,34171,首钢搬迁领导小组,政府_国务院
34172,鱼复文化旅游移民开发区,政府_国务院,34172,鱼复文化旅游移民开发区,政府_国务院
1119,政协研究室,政协,1119,政协研究室,政协
1760,中央国家机关纪工委,党委,1760,中央国家机关纪工委,党委
1761,全面深化改革领导小组,党委,1761,全面深化改革领导小组,党委
1762,国防工业工作委员会,党委,1762,国防工业工作委员会,党委
1763,大昌移民临时工委,党委,1763,大昌移民临时工委,党委
1764,群众工作委员会,党委,1764,群众工作委员会,党委
1765,许西村整顿农村后进党支部,党委,1765,许西村整顿农村后进党支部,党委
1766,（党委）督办检查室,党委,1766,（党委）督办检查室,党委
4691,团工委,共青团,4691,团工委,共青团
4692,青少年研究所,共青团,4692,青少年研究所,共青团
5157,中国有色矿业集团有限公司,中央企业,5157,中国有色矿业集团有限公司,中央企业
5158,中国航天工业总公司,中央企业,5158,中国航天工业总公司,中央企业
5159,中国船舶工业总公司,中央企业,5159,中国船舶工业总公司,中央企业
9370,上海扬子木材厂,地方企业,9370,上海扬子木材厂,地方企业
9371,上饶城市投资开发建设有限责任公司,地方企业,9371,上饶城市投资开发建设有限责任公司,地方企业
9372,中关村发展集团股份有限公司,地方企业,9372,中关村发展集团股份有限公司,地方企业
9373,中科院成都有机化学有限公司,地方企业,9373,中科院成都有机化学有限公司,地方企业
9374,丽水地区钢铁厂,地方企业,9374,丽水地区钢铁厂,地方企业
9375,云和县石油公司,地方企业,9375,云和县石油公司,地方企业
9376,包头市城市基础设施开发公司,地方企业,9376,包头市城市基础设施开发公司,地方企业
9377,包头市燃气总公司,地方企业,9377,包头市燃气总公司,地方企业
9378,北京华夏微电子工业技术研发中心,地方企业,9378,北京华夏微电子工业技术研发中心,地方企业
9379,北京首钢高新技术有限公司,地方企业,9379,北京首钢高新技术有限公司,地方企业
9380,南京仪器仪表控股（集团）有限公司,地方企业,9380,南京仪器仪表控股（集团）有限公司,地方企业
9381,南京市仪器仪表工业公司,地方企业,9381,南京市仪器仪表工业公司,地方企业
9382,厦门卷烟厂,地方企业,9382,厦门卷烟厂,地方企业
9383,吉林化工公司,地方企业,9383,吉林化工公司,地方企业
9384,商丘地区第二建筑公司,地方企业,9384,商丘地区第二建筑公司,地方企业
9385,商洛地区运输公司,地方企业,9385,商洛地区运输公司,地方企业
9386,嘉兴化工建材厂,地方企业,9386,嘉兴化工建材厂,地方企业
9387,四川大西洋公司,地方企业,9387,四川大西洋公司,地方企业
9388,密山县棉织厂,地方企业,9388,密山县棉织厂,地方企业
9389,密山县纺纱厂,地方企业,9389,密山县纺纱厂,地方企业
9390,山东省沾化县农业机械厂,地方企业,9390,山东省沾化县农业机械厂,地方企业
9391,山西广播电视台,地方企业,9391,山西广播电视台,地方企业
9392,山西广电信息网络（集团）有限公司,地方企业,9392,山西广电信息网络（集团）有限公司,地方企业
9393,岳阳地区工艺美术厂,地方企业,9393,岳阳地区工艺美术厂,地方企业
9394,广州市汽车农机工业公司,地方企业,9394,广州市汽车农机工业公司,地方企业
9395,广西机场管理集团有限责任公司,地方企业,9395,广西机场管理集团有限责任公司,地方企业
9396,广西柳州有色冶金机械厂,地方企业,9396,广西柳州有色冶金机械厂,地方企业
9397,徐州市电视台,地方企业,9397,徐州市电视台,地方企业
9398,攀枝花新钢钒股份有限公司,地方企业,9398,攀枝花新钢钒股份有限公司,地方企业
9399,景德镇市东风瓷厂,地方企业,9399,景德镇市东风瓷厂,地方企业
9400,松元实业公司,地方企业,9400,松元实业公司,地方企业
9401,桂林民航科技发展有限公司,地方企业,9401,桂林民航科技发展有限公司,地方企业
9402,正龙煤业有限公司,地方企业,9402,正龙煤业有限公司,地方企业
9403,武汉市对外经济贸易发展公司,地方企业,9403,武汉市对外经济贸易发展公司,地方企业
9404,永城煤电控股集团有限公司,地方企业,9404,永城煤电控股集团有限公司,地方企业
9405,河南省盐务总公司,地方企业,9405,河南省盐务总公司,地方企业
9406,法国埃克森化学公司,地方企业,9406,法国埃克森化学公司,地方企业
9407,海南丽祥实业发展公司,地方企业,9407,海南丽祥实业发展公司,地方企业
9408,深圳市商业银行,地方企业,9408,深圳市商业银行,地方企业
9409,福建省煤炭工业(集团)有限责任公司,地方企业,9409,福建省煤炭工业(集团)有限责任公司,地方企业
9410,绵竹县食品公司,地方企业,9410,绵竹县食品公司,地方企业
9411,衡水地区酒厂,地方企业,9411,衡水地区酒厂,地方企业
9412,衡水老白干酒厂,地方企业,9412,衡水老白干酒厂,地方企业
9413,西安漂染厂,地方企业,9413,西安漂染厂,地方企业
9414,西安黄河机电股份有限公司,地方企业,9414,西安黄河机电股份有限公司,地方企业
9415,西研稀有金属新材料股份有限公司,地方企业,9415,西研稀有金属新材料股份有限公司,地方企业
9416,西部金属材料股份有限公司,地方企业,9416,西部金属材料股份有限公司,地方企业
9417,辽宁创业（投资）集团有限责任公司,地方企业,9417,辽宁创业（投资）集团有限责任公司,地方企业
9418,辽宁大洋实业公司,地方企业,9418,辽宁大洋实业公司,地方企业
9419,辽宁大洋置地公司,地方企业,9419,辽宁大洋置地公司,地方企业
9420,辽宁盛荣投资有限公司董事会,地方企业,9420,辽宁盛荣投资有限公司董事会,地方企业
9421,辽宁省建设投资公司,地方企业,9421,辽宁省建设投资公司,地方企业
9422,辽宁锦化集团有限公司,地方企业,9422,辽宁锦化集团有限公司,地方企业
9423,邢台拖拉机厂,地方企业,9423,邢台拖拉机厂,地方企业
9424,长江公路大桥有限责任公司,地方企业,9424,长江公路大桥有限责任公司,地方企业
9425,阿坝民族贸易公司,地方企业,9425,阿坝民族贸易公司,地方企业
9426,静安区果品公司,地方企业,9426,静安区果品公司,地方企业
9427,香港津联集团有限公司,地方企业,9427,香港津联集团有限公司,地方企业
9428,鲁信投资控股（集团）有限公司,地方企业,9428,鲁信投资控股（集团）有限公司,地方企业
9429,鸡西市三建公司,地方企业,9429,鸡西市三建公司,地方企业
9430,鸡西市化工二厂,地方企业,9430,鸡西市化工二厂,地方企业
9431,鸡西市滴道区化工厂,地方企业,9431,鸡西市滴道区化工厂,地方企业
9432,黑龙江林业杂志社,地方企业,9432,黑龙江林业杂志社,地方企业
7262,解放军89133部队,军队,7262,解放军89133部队,军队
7791,云碧峰国家森林公园,其他,7791,云碧峰国家森林公园,其他
7792,内蒙古人民医院,其他,7792,内蒙古人民医院,其他
7793,国家气象技术发展实验室,其他,7793,国家气象技术发展实验室,其他
7794,气象科学研究所,其他,7794,气象科学研究所,其他
7795,陕西省材料科学工程院,其他,7795,陕西省材料科学工程院,其他
9828,七山公社,基层组织,9828,七山公社,基层组织
9829,上峪乡,基层组织,9829,上峪乡,基层组织
9830,下洼镇,基层组织,9830,下洼镇,基层组织
9831,东营庄,基层组织,9831,东营庄,基层组织
9832,云和镇,基层组织,9832,云和镇,基层组织
9833,佛爷洞公社,基层组织,9833,佛爷洞公社,基层组织
9834,催镇堡乡,基层组织,9834,催镇堡乡,基层组织
9835,其塔木镇,基层组织,9835,其塔木镇,基层组织
9836,前童镇,基层组织,9836,前童镇,基层组织
9837,北滘镇,基层组织,9837,北滘镇,基层组织
9838,单城镇,基层组织,9838,单城镇,基层组织
9839,南盛镇,基层组织,9839,南盛镇,基层组织
9840,南营镇,基层组织,9840,南营镇,基层组织
9841,南院门街道办事处,基层组织,9841,南院门街道办事处,基层组织
9842,卡坝乡,基层组织,9842,卡坝乡,基层组织
9843,双港乡,基层组织,9843,双港乡,基层组织
9844,后港乡,基层组织,9844,后港乡,基层组织
9845,唐湾乡,基层组织,9845,唐湾乡,基层组织
9846,商镇中学,基层组织,9846,商镇中学,基层组织
9847,四明山镇,基层组织,9847,四明山镇,基层组织
9848,埝掌公社,基层组织,9848,埝掌公社,基层组织
9849,塘汇乡,基层组织,9849,塘汇乡,基层组织
9850,塘汇公社,基层组织,9850,塘汇公社,基层组织
9851,大褚村,基层组织,9851,大褚村,基层组织
9852,容桂镇,基层组织,9852,容桂镇,基层组织
9853,小顺乡,基层组织,9853,小顺乡,基层组织
9854,常裕沟大队,基层组织,9854,常裕沟大队,基层组织
9855,庙后街街道办事处,基层组织,9855,庙后街街道办事处,基层组织
9856,徐河乡,基层组织,9856,徐河乡,基层组织
9857,思口镇,基层组织,9857,思口镇,基层组织
9858,新华乡,基层组织,9858,新华乡,基层组织
9859,新合乡,基层组织,9859,新合乡,基层组织
9860,新市公社,基层组织,9860,新市公社,基层组织
9861,施桥镇,基层组织,9861,施桥镇,基层组织
9862,朱村,基层组织,9862,朱村,基层组织
9863,李半庄乡,基层组织,9863,李半庄乡,基层组织
9864,杜林镇,基层组织,9864,杜林镇,基层组织
9865,杨崖集乡,基层组织,9865,杨崖集乡,基层组织
9866,榆林镇,基层组织,9866,榆林镇,基层组织
9867,沙坪镇,基层组织,9867,沙坪镇,基层组织
9868,沛霖苏村,基层组织,9868,沛霖苏村,基层组织
9869,河坎子公社,基层组织,9869,河坎子公社,基层组织
9870,洪庆街道,基层组织,9870,洪庆街道,基层组织
9871,洪庆镇,基层组织,9871,洪庆镇,基层组织
9872,清平乡,基层组织,9872,清平乡,基层组织
9873,漕河镇,基层组织,9873,漕河镇,基层组织
9874,牛营子乡,基层组织,9874,牛营子乡,基层组织
9875,玉山公社,基层组织,9875,玉山公社,基层组织
9876,瓦窑乡,基层组织,9876,瓦窑乡,基层组织
9877,白云路街道办事处,基层组织,9877,白云路街道办事处,基层组织
9878,白塔村小学,基层组织,9878,白塔村小学,基层组织
9879,白帝镇,基层组织,9879,白帝镇,基层组织
9880,白罡乡,基层组织,9880,白罡乡,基层组织
9881,白罡公社,基层组织,9881,白罡公社,基层组织
9882,知一公社,基层组织,9882,知一公社,基层组织
9883,石林乡,基层组织,9883,石林乡,基层组织
9884,石桥公社,基层组织,9884,石桥公社,基层组织
9885,石河区,基层组织,9885,石河区,基层组织
9886,秀水乡,基层组织,9886,秀水乡,基层组织
9887,秋口镇,基层组织,9887,秋口镇,基层组织
9888,红土乡,基层组织,9888,红土乡,基层组织
9889,聂都乡,基层组织,9889,聂都乡,基层组织
9890,联兴小学,基层组织,9890,联兴小学,基层组织
9891,腰堡镇,基层组织,9891,腰堡镇,基层组织
9892,茶洞公社,基层组织,9892,茶洞公社,基层组织
9893,营城子镇,基层组织,9893,营城子镇,基层组织
9894,运西乡,基层组织,9894,运西乡,基层组织
9895,里村街道,基层组织,9895,里村街道,基层组织
9896,野茶乡,基层组织,9896,野茶乡,基层组织
9897,长街区,基层组织,9897,长街区,基层组织
9898,青草镇,基层组织,9898,青草镇,基层组织
9899,革镇堡镇,基层组织,9899,革镇堡镇,基层组织
9900,韩镇乡,基层组织,9900,韩镇乡,基层组织
9901,饮马河镇,基层组织,9901,饮马河镇,基层组织
9902,马渚镇,基层组织,9902,马渚镇,基层组织
9903,鹿楼乡,基层组织,9903,鹿楼乡,基层组织
1767,李长春同志办公室,党委,1767,李长春同志办公室,党委
34173,全国打击走私领导小组,政府_国务院,34173,全国打击走私领导小组,政府_国务院
85001,红一方面军,解放前,85001,红一方面军,解放前
85002,红二方面军,解放前,85002,红二方面军,解放前
85003,红四方面军,解放前,85003,红四方面军,解放前
85004,红十军,解放前,85004,红十军,解放前
85005,红十一军,解放前,85005,红十一军,解放前
85006,红二十八军,解放前,85006,红二十八军,解放前
85007,红二十九军,解放前,85007,红二十九军,解放前
85008,红三十四军,解放前,85008,红三十四军,解放前
85009,安源煤矿,解放前,85009,安源煤矿,解放前
85010,长征,解放前,85010,长征,解放前
85011,中国劳动组合书记部/中华全国总工会,解放前,85011,中国劳动组合书记部/中华全国总工会,解放前
85012,井冈山革命根据地,解放前,85012,井冈山革命根据地,解放前
85013,江西瑞金苏维埃,解放前,85013,江西瑞金苏维埃,解放前
85014,湘赣革命根据地,解放前,85014,湘赣革命根据地,解放前
85015,东固革命根据地,解放前,85015,东固革命根据地,解放前
85016,赣南革命根据地,解放前,85016,赣南革命根据地,解放前
85017,闽西革命根据地,解放前,85017,闽西革命根据地,解放前
85018,湘鄂赣革命根据地,解放前,85018,湘鄂赣革命根据地,解放前
85019,闽东革命根据地,解放前,85019,闽东革命根据地,解放前
85020,闽中革命根据地,解放前,85020,闽中革命根据地,解放前
85021,闽南革命根据地,解放前,85021,闽南革命根据地,解放前
85022,赣东北革命根据地,解放前,85022,赣东北革命根据地,解放前
85023,闽浙赣革命根据地,解放前,85023,闽浙赣革命根据地,解放前
85024,闽浙皖赣革命根据地,解放前,85024,闽浙皖赣革命根据地,解放前
85025,洪湖革命根据地,解放前,85025,洪湖革命根据地,解放前
85026,湘鄂边革命根据地,解放前,85026,湘鄂边革命根据地,解放前
85027,湘鄂西革命根据地,解放前,85027,湘鄂西革命根据地,解放前
85028,湘鄂川黔革命根据地,解放前,85028,湘鄂川黔革命根据地,解放前
85029,黔东革命根据地,解放前,85029,黔东革命根据地,解放前
85030,鄂豫皖革命根据地,解放前,85030,鄂豫皖革命根据地,解放前
85031,鄂豫边革命根据地,解放前,85031,鄂豫边革命根据地,解放前
85032,豫东南革命根据地,解放前,85032,豫东南革命根据地,解放前
85033,皖西革命根据地,解放前,85033,皖西革命根据地,解放前
85034,川东革命根据地,解放前,85034,川东革命根据地,解放前
85035,川陕革命根据地,解放前,85035,川陕革命根据地,解放前
85036,鄂豫陕革命根据地,解放前,85036,鄂豫陕革命根据地,解放前
85037,陕甘边革命根据地,解放前,85037,陕甘边革命根据地,解放前
85038,陕北革命根据地,解放前,85038,陕北革命根据地,解放前
85039,陕甘革命根据地,解放前,85039,陕甘革命根据地,解放前
85040,左右江革命根据地,解放前,85040,左右江革命根据地,解放前
85041,滇黔桂边区,解放前,85041,滇黔桂边区,解放前
85042,琼崖革命根据地,解放前,85042,琼崖革命根据地,解放前
85043,通海如泰革命根据地,解放前,85043,通海如泰革命根据地,解放前
85044,海陆丰革命根据地,解放前,85044,海陆丰革命根据地,解放前
85045,东江革命根据地,解放前,85045,东江革命根据地,解放前
85046,鄂豫边游击区,解放前,85046,鄂豫边游击区,解放前
85047,鄂豫皖边游击区,解放前,85047,鄂豫皖边游击区,解放前
85048,皖浙赣游击区,解放前,85048,皖浙赣游击区,解放前
85049,浙南游击区,解放前,85049,浙南游击区,解放前
85050,湘鄂赣边游击区,解放前,85050,湘鄂赣边游击区,解放前
85051,湘赣边游击区,解放前,85051,湘赣边游击区,解放前
85052,湘南游击区,解放前,85052,湘南游击区,解放前
85053,闽北游击区,解放前,85053,闽北游击区,解放前
85054,闽东游击区,解放前,85054,闽东游击区,解放前
85055,闽中游击区,解放前,85055,闽中游击区,解放前
85056,闽南游击区,解放前,85056,闽南游击区,解放前
85057,闽西游击区,解放前,85057,闽西游击区,解放前
85058,闽赣边游击区,解放前,85058,闽赣边游击区,解放前
85059,粤赣边游击区,解放前,85059,粤赣边游击区,解放前
85060,琼崖游击区,解放前,85060,琼崖游击区,解放前
85061,陕甘宁抗日根据地,解放前,85061,陕甘宁抗日根据地,解放前
85062,晋察冀抗日根据地,解放前,85062,晋察冀抗日根据地,解放前
85063,晋绥抗日根据地,解放前,85063,晋绥抗日根据地,解放前
85064,晋冀鲁豫抗日根据地,解放前,85064,晋冀鲁豫抗日根据地,解放前
85065,山东抗日根据地,解放前,85065,山东抗日根据地,解放前
85066,苏北抗日根据地,解放前,85066,苏北抗日根据地,解放前
85067,苏中抗日根据地,解放前,85067,苏中抗日根据地,解放前
85068,苏南抗日根据地,解放前,85068,苏南抗日根据地,解放前
85069,淮北抗日根据地,解放前,85069,淮北抗日根据地,解放前
85070,淮南抗日根据地,解放前,85070,淮南抗日根据地,解放前
85071,皖江抗日根据地,解放前,85071,皖江抗日根据地,解放前
85072,浙东抗日根据地,解放前,85072,浙东抗日根据地,解放前
85073,广东抗日根据地,解放前,85073,广东抗日根据地,解放前
85074,琼崖抗日根据地,解放前,85074,琼崖抗日根据地,解放前
85075,鄂豫皖湘赣抗日根据地,解放前,85075,鄂豫皖湘赣抗日根据地,解放前
85076,河南抗日根据地,解放前,85076,河南抗日根据地,解放前
85077,闽浙抗日游击区,解放前,85077,闽浙抗日游击区,解放前
85078,东北抗日游击区,解放前,85078,东北抗日游击区,解放前
85079,新四军,解放前,85079,新四军,解放前
85080,八路军一二九师,解放前,85080,八路军一二九师,解放前
85081,八路军一一五师,解放前,85081,八路军一一五师,解放前
85082,八路军一二〇师,解放前,85082,八路军一二〇师,解放前
85083,八路军总部,解放前,85083,八路军总部,解放前
85084,八路军香港办事处,解放前,85084,八路军香港办事处,解放前
85085,八路军迪化办事处,解放前,85085,八路军迪化办事处,解放前
85086,八路军桂林办事处,解放前,85086,八路军桂林办事处,解放前
85087,八路军武汉办事处,解放前,85087,八路军武汉办事处,解放前
85088,八路军重庆办事处,解放前,85088,八路军重庆办事处,解放前
85089,八路军上海办事处,解放前,85089,八路军上海办事处,解放前
85090,华北局,解放前,85090,华北局,解放前
85091,华中局,解放前,85091,华中局,解放前
85092,华东局,解放前,85092,华东局,解放前
85093,中原局,解放前,85093,中原局,解放前
85094,华南局,解放前,85094,华南局,解放前
85095,东北局,解放前,85095,东北局,解放前
85096,北方局,解放前,85096,北方局,解放前
85097,第一(西北)野战军,解放前,85097,第一(西北)野战军,解放前
85098,第二(中原/晋冀鲁豫)野战军,解放前,85098,第二(中原/晋冀鲁豫)野战军,解放前
85099,第三(华东)野战军,解放前,85099,第三(华东)野战军,解放前
85100,第四(东北)野战军,解放前,85100,第四(东北)野战军,解放前
85101,华北野战军,解放前,85101,华北野战军,解放前
85102,苏联留学,解放前,85102,苏联留学,解放前
85103,法国留学,解放前,85103,法国留学,解放前
1024,全国人大澳门特别行政区筹备委员会,人大,1024,全国人大澳门特别行政区筹备委员会,人大
1025,全国人大澳门特别行政区筹委会,人大,1025,全国人大澳门特别行政区筹委会,人大
1120,专门委员会,政协,1120,专门委员会,政协
1121,文史资料委员会,政协,1121,文史资料委员会,政协
1122,民族地区城镇化建设调研组,政协,1122,民族地区城镇化建设调研组,政协
1205,最高人民检察署,法院_检察院,1205,最高人民检察署,法院_检察院
1206,长江水上运输检察院,法院_检察院,1206,长江水上运输检察院,法院_检察院
1769,《红旗》杂志社,党委,1769,《红旗》杂志社,党委
1770,中央党建工作领导小组,党委,1770,中央党建工作领导小组,党委
1771,中央深入学习实践科学发展观活动试点工作领导小组,党委,1771,中央深入学习实践科学发展观活动试点工作领导小组,党委
1772,党的核心领导小组,党委,1772,党的核心领导小组,党委
1773,商业外经外贸工委,党委,1773,商业外经外贸工委,党委
1774,国家安全工作领导小组办公室,党委,1774,国家安全工作领导小组办公室,党委
1775,大学科学工作部,党委,1775,大学科学工作部,党委
1776,对台工作领导小组办公室,党委,1776,对台工作领导小组办公室,党委
1777,打击经济犯罪领导小组,党委,1777,打击经济犯罪领导小组,党委
1778,政法协调小组,党委,1778,政法协调小组,党委
1779,机关干部局,党委,1779,机关干部局,党委
1780,毛泽东著作编辑出版委员会,党委,1780,毛泽东著作编辑出版委员会,党委
1781,综合经济工作委员会,党委,1781,综合经济工作委员会,党委
1782,西藏日报社,党委,1782,西藏日报社,党委
1783,防范和处理邪教问题领导小组（611）办公室,党委,1783,防范和处理邪教问题领导小组（611）办公室,党委
34177,三亚市筹备组,政府_国务院,34177,三亚市筹备组,政府_国务院
34178,中国外汇交易中心,政府_国务院,34178,中国外汇交易中心,政府_国务院
34179,中国科学报社,政府_国务院,34179,中国科学报社,政府_国务院
34180,中央反腐败协调小组,政府_国务院,34180,中央反腐败协调小组,政府_国务院
34181,中英联合联络小组中方代表处,政府_国务院,34181,中英联合联络小组中方代表处,政府_国务院
34182,体改方案研讨领导小组,政府_国务院,34182,体改方案研讨领导小组,政府_国务院
34183,全国矿产资源委员会,政府_国务院,34183,全国矿产资源委员会,政府_国务院
34184,全国青少年校园足球工作领导小组,政府_国务院,34184,全国青少年校园足球工作领导小组,政府_国务院
34185,军队转业干部安置工作小组,政府_国务院,34185,军队转业干部安置工作小组,政府_国务院
34186,农业机械化领导小组办公室,政府_国务院,34186,农业机械化领导小组办公室,政府_国务院
34187,农业机械部,政府_国务院,34187,农业机械部,政府_国务院
34188,农村社教工作团,政府_国务院,34188,农村社教工作团,政府_国务院
34189,北京市新技术产业开发实验区管委会,政府_国务院,34189,北京市新技术产业开发实验区管委会,政府_国务院
34190,吉林油田勘探开发研究院,政府_国务院,34190,吉林油田勘探开发研究院,政府_国务院
34191,商业外经外贸部,政府_国务院,34191,商业外经外贸部,政府_国务院
34192,国务院业务组,政府_国务院,34192,国务院业务组,政府_国务院
34193,国家信息中心,政府_国务院,34193,国家信息中心,政府_国务院
34194,国家减灾委员会,政府_国务院,34194,国家减灾委员会,政府_国务院
34195,国家制造强国建设领导小组,政府_国务院,34195,国家制造强国建设领导小组,政府_国务院
34196,国家外汇管理局,政府_国务院,34196,国家外汇管理局,政府_国务院
34197,国家电信总局,政府_国务院,34197,国家电信总局,政府_国务院
34198,国家科学技术委员会,政府_国务院,34198,国家科学技术委员会,政府_国务院
34199,国家科教领导小组办公室,政府_国务院,34199,国家科教领导小组办公室,政府_国务院
34200,国家自然科学基金委员会,政府_国务院,34200,国家自然科学基金委员会,政府_国务院
34201,城乡建设委员会,政府_国务院,34201,城乡建设委员会,政府_国务院
34202,城乡建设环境保护部,政府_国务院,34202,城乡建设环境保护部,政府_国务院
34203,大港石油管理局,政府_国务院,34203,大港石油管理局,政府_国务院
34204,大雁矿务局,政府_国务院,34204,大雁矿务局,政府_国务院
34205,官桥矿务局,政府_国务院,34205,官桥矿务局,政府_国务院
34206,小浪底水利枢纽建设管理局,政府_国务院,34206,小浪底水利枢纽建设管理局,政府_国务院
34207,总理办公室,政府_国务院,34207,总理办公室,政府_国务院
34208,打击经济犯罪办公室,政府_国务院,34208,打击经济犯罪办公室,政府_国务院
34209,松辽石油会战指挥部,政府_国务院,34209,松辽石油会战指挥部,政府_国务院
34210,民族宗教事务厅/局,政府_国务院,34210,民族宗教事务厅/局,政府_国务院
34211,"水利电力部/厅/局（58-79,82-93存在）",政府_国务院,34211,"水利电力部/厅/局（58-79,82-93存在）",政府_国务院
34212,"水利电力部/厅/局（58-79,82-94存在）",政府_国务院,34212,"水利电力部/厅/局（58-79,82-94存在）",政府_国务院
34213,"水利电力部/厅/局（58-79,82-95存在）",政府_国务院,34213,"水利电力部/厅/局（58-79,82-95存在）",政府_国务院
34214,"水利电力部/厅/局（58-79,82-96存在）",政府_国务院,34214,"水利电力部/厅/局（58-79,82-96存在）",政府_国务院
34215,水利设计院,政府_国务院,34215,水利设计院,政府_国务院
34216,油气输送管道安全隐患整改工作领导小组,政府_国务院,34216,油气输送管道安全隐患整改工作领导小组,政府_国务院
34217,电影局,政府_国务院,34217,电影局,政府_国务院
34218,第五次人口普查领导小组,政府_国务院,34218,第五次人口普查领导小组,政府_国务院
34219,第八机械工业部/厅/局,政府_国务院,34219,第八机械工业部/厅/局,政府_国务院
34220,纠正行业不正之风办公室,政府_国务院,34220,纠正行业不正之风办公室,政府_国务院
34221,纺织工业部,政府_国务院,34221,纺织工业部,政府_国务院
34222,经济改革领导小组,政府_国务院,34222,经济改革领导小组,政府_国务院
34223,综合开发研究院,政府_国务院,34223,综合开发研究院,政府_国务院
34224,计划起草小组,政府_国务院,34224,计划起草小组,政府_国务院
34225,计委筹备组,政府_国务院,34225,计委筹备组,政府_国务院
34226,邵阳第二纺织机械厂,政府_国务院,34226,邵阳第二纺织机械厂,政府_国务院
34227,钟山煤矿建设团,政府_国务院,34227,钟山煤矿建设团,政府_国务院
34228,青海石油勘探局,政府_国务院,34228,青海石油勘探局,政府_国务院
34229,香港特别行政区筹备委员会,政府_国务院,34229,香港特别行政区筹备委员会,政府_国务院
4693,中央青运史研究室,共青团,4693,中央青运史研究室,共青团
4694,大学部,共青团,4694,大学部,共青团
5160,上海宝钢钢铁总厂,中央企业,5160,上海宝钢钢铁总厂,中央企业
5161,东方资产管理公司,中央企业,5161,东方资产管理公司,中央企业
5162,中国东联石化集团有限责任公司,中央企业,5162,中国东联石化集团有限责任公司,中央企业
5163,中国中原对外工程公司,中央企业,5163,中国中原对外工程公司,中央企业
5164,中国人民保险集团股份有限公司,中央企业,5164,中国人民保险集团股份有限公司,中央企业
5165,中国光大银行,中央企业,5165,中国光大银行,中央企业
5166,中国光大集团,中央企业,5166,中国光大集团,中央企业
5167,中国光大集团有限总公司,中央企业,5167,中国光大集团有限总公司,中央企业
5168,中国南方航空集团公司,中央企业,5168,中国南方航空集团公司,中央企业
5169,中国工程与农业机械进出口总公司,中央企业,5169,中国工程与农业机械进出口总公司,中央企业
5170,中国投资有限责任公司,中央企业,5170,中国投资有限责任公司,中央企业
5171,中国拖拉机内燃机工业公司,中央企业,5171,中国拖拉机内燃机工业公司,中央企业
5172,中国机械工业集团公司,中央企业,5172,中国机械工业集团公司,中央企业
5173,中国水利水电工程总公司,中央企业,5173,中国水利水电工程总公司,中央企业
5174,中国电信股份有限公司,中央企业,5174,中国电信股份有限公司,中央企业
5175,中国电子科技集团公司,中央企业,5175,中国电子科技集团公司,中央企业
5176,中国神华能源股份公司,中央企业,5176,中国神华能源股份公司,中央企业
5177,中国移动（香港）有限公司,中央企业,5177,中国移动（香港）有限公司,中央企业
5178,中国网络通信集团公司,中央企业,5178,中国网络通信集团公司,中央企业
5179,中国航空工业集团公司,中央企业,5179,中国航空工业集团公司,中央企业
5180,中国计算机软件与技术服务总公司,中央企业,5180,中国计算机软件与技术服务总公司,中央企业
5181,中国轻工业机械总公司,中央企业,5181,中国轻工业机械总公司,中央企业
